sku,fields.weight.value,fields.package_height,fields.package_width.value,fields.package_length.value,fields.height.value,fields.width.value,fields.length.value,fields.package_weight.value,fields.abn_size,fields.target_color,fields.frame_color,fields.color,fields.size
2001AOC-TK-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,blue,beige,Teak,
2001AOC-WH-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,White,White,White,
2001AOC-TQ-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,green,green,Turquoise,
2001AOC-SD-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Beige,Beige,Sand,
2001AOC-WW-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Beige,Beige,Weathered Wood,
2001AOC-BK-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Black,Black,Black,
2001AOC-DKGR-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,green,green,Dark Green,
2001AOC-LM-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,green,green,Lime,
2001AOC-PB-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Blue,Blue,Pacific Blue,
2001AOC-DKBR-TAG,36,8.6,22.8,36,35.2,29.2,32,45,,Brown,Brown,Dark Brown,
OP6001-AOC-PB-TAG,42,23.1,33.5,7,36.4,24,33.5,45.3,,Blue,Blue,Pacific Blue,
OP6001-AOC-WW-TAG,42,23.1,33.5,7,36.4,24,33.5,45.3,,Beige,Beige,Weathered Wood,
OP6001-AOC-RD-TAG,42,23.1,33.5,7,36.4,24,33.5,45.3,,Red,Red,Red,
OP6001-AOC-WH-TAG,42,23.1,33.5,7,36.4,24,33.5,45.3,,White,White,White,
OP6001-AOC-NB-TAG,42,23.1,33.5,7,36.4,24,33.5,45.3,,Blue,Blue,Navy Blue,
OP6001-AOC-OR-TAG,42,23.1,33.5,7,36.4,24,33.5,45.3,,Orange,Orange,Orange,
OP6001-AOC-TQ-TAG,42,23.1,33.5,7,36.4,24,33.5,45.3,,green,green,Turquoise,
OP6001-AOC-LM-TAG,42,23.1,33.5,7,36.4,24,33.5,45.3,,Green,Green,Lime ,
OP6001-AOC-GY-TAG,42,23.1,33.5,7,36.4,24,33.5,45.3,,Gray,Gray,Gray,
OP6001-AOC-DKBR-TAG,42,23.1,33.5,7,36.4,24,33.5,45.3,,Brown,Brown,Dark Brown,
OP6001-AOC-BK-TAG,42,23.1,33.5,7,36.4,24,33.5,45.3,,Black,Black,Black,
OP6001-AOC-DKGR-TAG,42,23.1,33.5,7,36.4,24,33.5,45.3,,green,green,Dark Green,
OP6017-BK-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45,,Black,Black,Black,
OP6017-WG-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45,,Gray,Gray,Weathered Gray,
OP6017-CG-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45,,Gray,Gray,Charcoal Gray,
OP6017-TK-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45,,blue,beige,Teak,
OP6017-NB-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45,,blue,blue,Navy,
OP6017-TP-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45,,Beige,Beige,Taupe,
OP6017-WH-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45,,White,White,White,
2001-DB-12-TAG,,8.6,22.8,36,,,,45,,Brown,,Dark Brown,
2001-GY-12-TAG,,8.6,22.8,36,,,,45,,Gray,,Gray,
2001-BK-12-TAG,,8.6,22.8,36,,,,45,,Black,,Black,
2001-WH-12-TAG,,8.6,22.8,36,,,,45,,White,,White,
2001-NB-12-TAG,,8.6,22.8,36,,,,45,,Blue,,Navy Blue,
2001-RD-12-TAG,,8.6,22.8,36,,,,45,,Red,,Red,
2001-TK-12-TAG,,8.6,22.8,36,,,,45,,blue,beige,Teak,
2001-LM-12-TAG,,8.6,22.8,36,,,,45,,green,,Lime,
2001-SD-12-TAG,,8.6,22.8,36,,,,45,,Beige,,Sand,
2001-OR-12-TAG,,8.6,22.8,36,,,,45,,Orange,,Orange,
2001-PB-12-TAG,,8.6,22.8,36,,,,45,,Blue,,Pacific Blue,
2001-TQ-12-TAG,,8.6,22.8,36,,,,45,,green,,Turquoise,
2001-DG-12-TAG,,8.6,22.8,36,,,,45,,green,,Dark Green,
2001-WW-12-TAG,,8.6,22.8,36,,,,45,,Beige,,Weathered Wood,
OP6001-RD-12-TAG,,23.1,33.5,7,,,,45.3,,Red,,Red,
OP6001-LM-12-TAG,,23.1,33.5,7,,,,45.3,,green,,Lime,
OP6001-BK-12-TAG,,23.1,33.5,7,,,,45.3,,Black,,Black,
OP6001-DKBR-12-TAG,,23.1,33.5,7,,,,45.3,,Brown,,Dark Brown,
OP6001-GY-12-TAG,,23.1,33.5,7,,,,45.3,,Gray,,Gray,
OP6001-OR-12-TAG,,23.1,33.5,7,,,,45.3,,Orange,,Orange,
OP6001-DKGR-12-TAG,,23.1,33.5,7,,,,45.3,,green,,Dark Green,
OP6001-WW-12-TAG,,23.1,33.5,7,,,,45.3,,Beige,,Weathered Wood,
OP6001-PB-12-TAG,,23.1,33.5,7,,,,45.3,,Blue,,Pacific Blue,
OP6001-NB-12-TAG,,23.1,33.5,7,,,,45.3,,Blue,,Navy Blue,
OP6001-WH-12-TAG,,23.1,33.5,7,,,,45.3,,White,,White,
OP6001-TQ-12-TAG,,23.1,33.5,7,,,,45.3,,green,,Turquoise,
OP6002-BK-12-TAG,,21,35,6.5,,,,44,,Black,,Black,
OP6002-LM-12-TAG,,21,35,6.5,,,,44,,green,,Lime,
OP6002-SD-12-TAG,,21,35,6.5,,,,44,,Beige,,Sand,
OP6002-PB-12-TAG,,21,35,6.5,,,,44,,Blue,,Pacific Blue,
OP6002-RD-12-TAG,,21,35,6.5,,,,44,,Red,,Red,
OP6002-NB-12-TAG,,21,35,6.5,,,,44,,Blue,,Navy Blue,
OP6002-TK-12-TAG,,21,35,6.5,,,,44,,blue,beige,Teak,
OP6002-WH-12-TAG,,21,35,6.5,,,,44,,White,,White,
OP6002-DB-12-TAG,,21,35,6.5,,,,44,,Brown,,Dark Brown,
OP6002-DG-12-TAG,,21,35,6.5,,,,44,,green,,Dark Green,
OP6002-OR-12-TAG,,21,35,6.5,,,,44,,Orange,,Orange,
OP6002-GY-12-TAG,,21,35,6.5,,,,44,,Gray,,Gray,
OP6002-TQ-12-TAG,,21,35,6.5,,,,44,,green,,Turquoise,
OP6002-WW-12-TAG,,21,35,6.5,,,,44,,Beige,,Weathered Wood,
OP6020-TK-TAG,,6.5,39.5,23.5,,,,45,,blue,beige,Teak,
OP6020-WH-TAG,,6.5,39.5,23.5,,,,45,,White,,White,
OP6020-CG-TAG,,6.5,39.5,23.5,,,,45,,Gray,,Charcoal Gray,
OP6020-TP-TAG,,6.5,39.5,23.5,,,,45,,Beige,,Taupe,
OP6020-WG-TAG,,6.5,39.5,23.5,,,,45,,Gray,,Weathered Gray,
OP6020-BK-TAG,,6.5,39.5,23.5,,,,45,,Black,,Black,
OP6020-NB-TAG,,6.5,39.5,23.5,,,,45,,blue,,Navy,
IA106-BK-TAG,20.9,25,20.9,32.3,32.3,26.8,25.5,21,,Black,Black,Black,
IA106-CE-TAG,20.9,25,20.9,32.3,32.3,26.8,25.5,21,,White,White,Cream,
IA106-GY-TAG,20.9,25,20.9,32.3,32.3,26.8,25.5,21,,Gray,Gray,Gray,
IA106-DP-TAG,20.9,25,20.9,32.3,32.3,26.8,25.5,21,,Pink,Pink,Dusty Peach,
IA106-MU-TAG,20.9,25,20.9,32.3,32.3,26.8,25.5,21,,Yellow,Yellow,Mustard,
IA106-RO-TAG,20.9,25,20.9,32.3,32.3,26.8,25.5,21,,Orange,Orange,Rust Orange,
IA106-DS-TAG,20.9,25,20.9,32.3,32.3,26.8,25.5,21,,Green,Green,Desert Sage,
IA105-GY-TAG,20.9,25,20.9,32.3,32.3,26.8,25.5,21,,Gray,Gray,Gray,
IA105-DP-TAG,20.9,25,20.9,32.3,32.3,26.8,25.5,21,,Pink,Pink,Dusty Peach,
IA105-BK-TAG,20.9,25,20.9,32.3,32.3,26.8,25.5,21,,Black,Black,Black,
IA105-MU-TAG,20.9,25,20.9,32.3,32.3,26.8,25.5,21,,Yellow,Yellow,Mustard,
IA105-DS-TAG,20.9,25,20.9,32.3,32.3,26.8,25.5,21,,Green,Green,Desert Sage,
IA105-CE-TAG,20.9,25,20.9,32.3,32.3,26.8,25.5,21,,White,White,Cream,
IA105-RO-TAG,20.9,25,20.9,32.3,32.3,26.8,25.5,21,,Orange,Orange,Rust Orange,
IA4003-GY-2-TAG,41,21,26,25,32,25,26,50,,Gray,Gray,Gray,Set Of 2
IA4003-BK-2-TAG,41,21,26,25,32,25,26,50,,Black,Black,Black,Set Of 2
IA4003-GY-TAG,20,21,26,25,32,25,26,25,,Gray,Gray,Gray,Single 
IA4003-RO-TAG,20,21,26,25,32,25,26,25,,Brown,Orange,Rust Orange,Single 
IA4003-BK-TAG,20,21,26,25,32,25,26,25,,Black,Black,Black,Single 
IA4003-RO-2-TAG,41,21,26,25,32,25,26,50,,Brown,Orange,Rust Orange,Set Of 2
IA4003-CE-2-TAG,41,21,26,25,32,25,26,50,,White,White,Cream,Set Of 2
IA4003-DP-TAG,20,21,26,25,32,25,26,25,,Pink,Pink,Dusty Peach,Single 
IA4003-MU-2-TAG,41,21,26,25,32,25,26,50,,Yellow,Yellow,Mustard,Set Of 2
IA4003-CE-TAG,20,21,26,25,32,25,26,25,,White,White,Cream,Single 
IA4003-DP-2-TAG,41,21,26,25,32,25,26,50,,Pink,Pink,Dusty Peach,Set Of 2
IA4003-MU-TAG,20,21,26,25,32,25,26,25,,Yellow,Yellow,Mustard,Single 
IA4003-DS-2-TAG,41,21,26,25,32,25,26,50,,Green,Green,Desert Sage,Set Of 2
IA4003-DS-TAG,20,21,26,25,32,25,26,25,,Green,Green,Desert Sage,Single 
IA4004-RO-TAG,24.2,22,24.2,33.8,33.8,22,23.6,21,,Orange,Orange,Rust Orange,
IA4004-DP-TAG,24.2,22,24.2,33.8,33.8,22,23.6,21,,Pink,Pink,Dusty Peach,
IA4004-MU-TAG,24.2,22,24.2,33.8,33.8,22,23.6,21,,Yellow,Yellow,Mustard,
IA4004-CE-TAG,24.2,22,24.2,33.8,33.8,22,23.6,21,,White,White,Cream,
IA4004-GY-TAG,24.2,22,24.2,33.8,33.8,22,23.6,21,,Gray,Gray,Gray,
IA4004-DS-TAG,24.2,22,24.2,33.8,33.8,22,23.6,21,,Green,Green,Desert Sage,
IA4004-BK-TAG,24.2,22,24.2,33.8,33.8,22,23.6,21,,Black,Black,Black,
IA4002-NB-2-TAG,35.6,21,35.6,35.2,35.2,24.5,21.5,22,,Blue,Blue,Navy Blue,
IA4002-BK-2-TAG,35.6,21,35.6,35.2,35.2,24.5,21.5,22,,Black,Black,Black,
IA4002-RB-2-TAG,35.6,21,35.6,35.2,35.2,24.5,21.5,22,,Blue,Blue,Royal Blue,
IA4002-TA-2-TAG,35.6,21,35.6,35.2,35.2,24.5,21.5,22,,Beige,Beige,Tan,
IA4002-GY-2-TAG,35.6,21,35.6,35.2,35.2,24.5,21.5,22,,Gray,Gray,Gray,
IA4002-IV-2-TAG,35.6,21,35.6,35.2,35.2,24.5,21.5,22,,Off-White,Off-White,Ivory,
IA4002-PK-2-TAG,35.6,21,35.6,35.2,35.2,24.5,21.5,22,,Pink,Pink,Pink,
IA4002-BG-2-TAG,35.6,21,35.6,35.2,35.2,24.5,21.5,22,,Beige,Beige,Beige,
IA4002-CF-2-TAG,35.6,21,35.6,35.2,35.2,24.5,21.5,22,,Brown,Brown,Coffee,
IA4001-25-GY-TAG,19.8,20.5,19.8,30.5,30.5,27.5,24.6,26.5,,Gray,Gray,Gray,25 inches
IA4001-25-TA-TAG,19.8,20.5,19.8,30.5,30.5,27.5,24.6,26.5,,Beige,Beige,Tan,25 inches
IA4001-25-BK-TAG,19.8,20.5,19.8,30.5,30.5,27.5,24.6,26.5,,Black,Black,Black,25 inches
IA4001-25-OR-TAG,19.8,20.5,19.8,30.5,30.5,27.5,24.6,26.5,,Orange,Orange,Orange,25 inches
IA4001-25-IV-TAG,19.8,20.5,19.8,30.5,30.5,27.5,24.6,26.5,,Off-White,Off-White,Ivory,25 inches
IA4001-25-TL-TAG,19.8,20.5,19.8,30.5,30.5,27.5,24.6,26.5,,Blue,Blue,Teal,25 inches
IA4001-25-BR-TAG,19.8,20.5,19.8,30.5,30.5,27.5,24.6,26.5,,Brown,Brown,Brown,25 inches
IA4001-25-PK-TAG,19.8,20.5,19.8,30.5,30.5,27.5,24.6,26.5,,Pink,Pink,Pink,25 inches
IA4001-25-NB-TAG,19.8,20.5,19.8,30.5,30.5,27.5,24.6,26.5,,Blue,Blue,Navy Blue,25 inches
IA4001-25-GR-TAG,19.8,20.5,19.8,30.5,30.5,27.5,24.6,26.5,,Green,Green,Green,25 inches
IA4001-25-MU-TAG,19.8,20.5,19.8,30.5,30.5,27.5,24.6,26.5,,Yellow,Yellow,Mustard,25 inches
IA4001-25-RD-TAG,19.8,20.5,19.8,30.5,30.5,27.5,24.6,26.5,,Red,Red,Red,25 inches
IA4001-22-GY-TAG,15,20.5,15,30.5,30.5,27.5,22,23,,Gray,Gray,Gray,22 inches
IA4001-22-TA-TAG,15,20.5,15,30.5,30.5,27.5,22,23,,Beige,Beige,Tan,22 inches
IA4001-22-BK-TAG,15,20.5,15,30.5,30.5,27.5,22,23,,Black,Black,Black,22 inches
IA4001-22-OR-TAG,15,20.5,15,30.5,30.5,27.5,22,23,,Orange,Orange,Orange,22 inches
IA4001-22-IV-TAG,15,20.5,15,30.5,30.5,27.5,22,23,,Off-White,Off-White,Ivory,22 inches
IA4001-22-TL-TAG,15,20.5,15,30.5,30.5,27.5,22,23,,Blue,Blue,Teal,22 inches
IA4001-22-BR-TAG,15,20.5,15,30.5,30.5,27.5,22,23,,Brown,Brown,Brown,22 inches
IA4001-22-PK-TAG,15,20.5,15,30.5,30.5,27.5,22,23,,Pink,Pink,Pink,22 inches
IA4001-22-NB-TAG,15,20.5,15,30.5,30.5,27.5,22,23,,Blue,Blue,Navy Blue,22 inches
IA4001-22-GR-TAG,15,20.5,15,30.5,30.5,27.5,22,23,,Green,Green,Green,22 inches
IA4001-22-MU-TAG,15,20.5,15,30.5,30.5,27.5,22,23,,Yellow,Yellow,Mustard,22 inches
IA4001-22-RD-TAG,15,20.5,15,30.5,30.5,27.5,22,23,,Red,Red,Red,22 inches
IA4002-PK-TAG,17.8,23,17.8,35.2,35.2,24.5,21.5,22.5,,Pink,Pink,Pink,
IA4002-TA-TAG,17.8,23,17.8,35.2,35.2,24.5,21.5,22.5,,Beige,Beige,Tan,
IA4002-BK-TAG,17.8,23,17.8,35.2,35.2,24.5,21.5,22.5,,Black,Black,Black,
IA4002-NB-TAG,17.8,23,17.8,35.2,35.2,24.5,21.5,22.5,,Blue,Blue,Navy Blue,
IA4002-GY-TAG,17.8,23,17.8,35.2,35.2,24.5,21.5,22.5,,Gray,Gray,Gray,
IA4002-IV-TAG,17.8,23,17.8,35.2,35.2,24.5,21.5,22.5,,Off-White,Off-White,Ivory,
IA4002-CF-TAG,17.8,23,17.8,35.2,35.2,24.5,21.5,22.5,,Brown,Brown,Coffee,
IA4002-RB-TAG,17.8,23,17.8,35.2,35.2,24.5,21.5,22.5,,Blue,Blue,Royal Blue,
IA4002-BG-TAG,17.8,23,17.8,35.2,35.2,24.5,21.5,22.5,,Beige,Beige,Beige,
2001-CS-BK-TAG,9,15,9,18.3,18.3,14,14,5,,Black ,Black ,Black ,
2001-CS-DKBR-TAG,9,15,9,18.3,18.3,14,14,5,,Brown,Brown,Dark Brown,
2001-CS-DKGR-TAG,9,15,9,18.3,18.3,14,14,5,,Green,Green,Dark Green,
2001-CS-GY-TAG,9,15,9,18.3,18.3,14,14,5,,Gray,Gray,Gray,
2001-CS-LM-TAG,9,15,9,18.3,18.3,14,14,5,,Green,Green,Lime,
2001-CS-NB-TAG,9,15,9,18.3,18.3,14,14,5,,Blue,Blue,Navy Blue,
2001-CS-OR-TAG,9,15,9,18.3,18.3,14,14,5,,Orange,Orange,Orange,
2001-CS-PB-TAG,9,15,9,18.3,18.3,14,14,5,,Blue,Blue,Pacific Blue,
2001-CS-RD-TAG,9,15,9,18.3,18.3,14,14,5,,Red,Red,Red,
2001-CS-SD-TAG,9,15,9,18.3,18.3,14,14,5,,Gray,Gray,Sand,
2001-CS-TK-TAG,9,15,9,18.3,18.3,14,14,5,,Beige,beige,Teak,
2001-CS-TQ-TAG,9,15,9,18.3,18.3,14,14,5,,Blue,Blue,Turquoise,
2001-CS-WH-TAG,9,15,9,18.3,18.3,14,14,5,,White,White,White,
2001-CS-WW-TAG,9,15,9,18.3,18.3,14,14,5,,Brown,Brown,Weathered Wood,
2001-CT-BK-TAG,21,6,21,16,16,17.5,35.3,36,,Black ,Black ,Black ,
2001-CT-DKBR-TAG,21,6,21,16,16,17.5,35.3,36,,Brown,Brown,Dark Brown,
2001-CT-DKGR-TAG,21,6,21,16,16,17.5,35.3,36,,Green,Green,Dark Green,
2001-CT-GY-TAG,21,6,21,16,16,17.5,35.3,36,,Gray,Gray,Gray,
2001-CT-LM-TAG,21,6,21,16,16,17.5,35.3,36,,Green,Green,Lime,
2001-CT-NB-TAG,21,6,21,16,16,17.5,35.3,36,,Blue,Blue,Navy Blue,
2001-CT-OR-TAG,21,6,21,16,16,17.5,35.3,36,,Orange,Orange,Orange,
2001-CT-PB-TAG,21,6,21,16,16,17.5,35.3,36,,Blue,Blue,Pacific Blue,
2001-CT-RD-TAG,21,6,21,16,16,17.5,35.3,36,,Red,Red,Red,
2001-CT-SD-TAG,21,6,21,16,16,17.5,35.3,36,,Gray,Gray,Sand,
2001-CT-TK-TAG,21,6,21,16,16,17.5,35.3,36,,Beige,beige,Teak,
2001-CT-TQ-TAG,21,6,21,16,16,17.5,35.3,36,,Blue,Blue,Turquoise,
2001-CT-WH-TAG,21,6,21,16,16,17.5,35.3,36,,White,White,White,
2001-CT-WW-TAG,21,6,21,16,16,17.5,35.3,36,,Brown,Brown,Weathered Wood,
2001-CT-CS2-BK-TAG,44,6,44,16,16,17.5,35.3,36,,Black ,,Black,
2001-CT-CS2-DKBR-TAG,44,6,44,16,16,17.5,35.3,36,,Brown,,Dark Brown,
2001-CT-CS2-DKGR-TAG,44,6,44,16,16,17.5,35.3,36,,Green,,Dark Green,
2001-CT-CS2-GY-TAG,44,6,44,16,16,17.5,35.3,36,,Gray,,Gray,
2001-CT-CS2-LM-TAG,44,6,44,16,16,17.5,35.3,36,,Green,,Lime,
2001-CT-CS2-NB-TAG,44,6,44,16,16,17.5,35.3,36,,Blue,,Navy Blue,
2001-CT-CS2-OR-TAG,44,6,44,16,16,17.5,35.3,36,,Orange,,Orange,
2001-CT-CS2-PB-TAG,44,6,44,16,16,17.5,35.3,36,,Blue,,Pacific Blue,
2001-CT-CS2-RD-TAG,44,6,44,16,16,17.5,35.3,36,,Red,,Red,
2001-CT-CS2-TQ-TAG,44,6,44,16,16,17.5,35.3,36,,Blue,,Turquoise,
2001-CT-CS2-WH-TAG,44,6,44,16,16,17.5,35.3,36,,White,,White,
2001-CT-CS2-WW-TAG,44,6,44,16,16,17.5,35.3,36,,Brown,,Weathered Wood,
OP8001-BK-TAG,,19.5,18,4,17,17.7,17.7,4.5,,Black ,Black,Black,
OP8001-DB-TAG,,19.5,18,4,17,17.7,17.7,4.5,,Brown,Brown,Dark Brown,
OP8001-DG-TAG,,19.5,18,4,17,17.7,17.7,4.5,,Green,Green,Dark Green,
OP8001-GY-TAG,,19.5,18,4,17,17.7,17.7,4.5,,Gray,Gray,Gray,
OP8001-LM-TAG,,19.5,18,4,17,17.7,17.7,4.5,,Green,Green,Lime,
OP8001-NB-TAG,,19.5,18,4,17,17.7,17.7,4.5,,Blue,Blue,Navy Blue,
OP8001-OR-TAG,,19.5,18,4,17,17.7,17.7,4.5,,Orange,Orange,Orange,
OP8001-PB-TAG,,19.5,18,4,17,17.7,17.7,4.5,,Blue,Blue,Pacific Blue,
OP8001-RD-TAG,,19.5,18,4,17,17.7,17.7,4.5,,Red,Red,Red,
OP8001-SD-TAG,,19.5,18,4,17,17.7,17.7,4.5,,Gray,Gray,Sand,
OP8001-TK-TAG,,19.5,18,4,17,17.7,17.7,4.5,,Blue,beige,Teak,
OP8001-TQ-TAG,,19.5,18,4,17,17.7,17.7,4.5,,Blue,Blue,Turquoise,
OP8001-WH-TAG,,19.5,18,4,17,17.7,17.7,4.5,,White,White,White,
OP8001-WW-TAG,,19.5,18,4,17,17.7,17.7,4.5,,Brown,Brown,Weathered Wood,
OP8002-BK-TAG,39.8,20.5,39.8,17,17,32,32,5.5,,Black ,Black,Black,
OP8002-DB-TAG,39.8,20.5,39.8,17,17,32,32,5.5,,Brown,Brown,Dark Brown,
OP8002-DG-TAG,39.8,20.5,39.8,17,17,32,32,5.5,,Green,Green,Dark Green,
OP8002-GY-TAG,39.8,20.5,39.8,17,17,32,32,5.5,,Gray,Gray,Gray,
OP8002-LM-TAG,39.8,20.5,39.8,17,17,32,32,5.5,,Green,Green,Lime,
OP8002-NB-TAG,39.8,20.5,39.8,17,17,32,32,5.5,,Blue,Blue,Navy Blue,
OP8002-OR-TAG,39.8,20.5,39.8,17,17,32,32,5.5,,Orange,Orange,Orange,
OP8002-PB-TAG,39.8,20.5,39.8,17,17,32,32,5.5,,Blue,Blue,Pacific Blue,
OP8002-RD-TAG,39.8,20.5,39.8,17,17,32,32,5.5,,Red,Red,Red,
OP8002-SD-TAG,39.8,20.5,39.8,17,17,32,32,5.5,,Gray,Gray,Sand,
OP8002-TK-TAG,39.8,20.5,39.8,17,17,32,32,5.5,,Blue,beige,Teak,
OP8002-TQ-TAG,39.8,20.5,39.8,17,17,32,32,5.5,,Blue,Blue,Turquoise,
OP8002-WH-TAG,39.8,20.5,39.8,17,17,32,32,5.5,,White,White,White,
OP8002-WW-TAG,39.8,20.5,39.8,17,17,32,32,5.5,,Brown,Brown,Weathered Wood,
OP8003-BK-TAG,10.5,18.5,10.5,18,18,18,18,2.5,,Black ,Black,Black,
OP8003-DB-TAG,10.5,18.5,10.5,18,18,18,18,2.5,,Brown,Brown,Dark Brown,
OP8003-DG-TAG,10.5,18.5,10.5,18,18,18,18,2.5,,Green,Green,Dark Green,
OP8003-GY-TAG,10.5,18.5,10.5,18,18,18,18,2.5,,Gray,Gray,Gray,
OP8003-LM-TAG,10.5,18.5,10.5,18,18,18,18,2.5,,Green,Green,Lime,
OP8003-NB-TAG,10.5,18.5,10.5,18,18,18,18,2.5,,Blue,Blue,Navy Blue,
OP8003-OR-TAG,10.5,18.5,10.5,18,18,18,18,2.5,,Orange,Orange,Orange,
OP8003-PB-TAG,10.5,18.5,10.5,18,18,18,18,2.5,,Blue,Blue,Pacific Blue,
OP8003-RD-TAG,10.5,18.5,10.5,18,18,18,18,2.5,,Red,Red,Red,
OP8003-SD-TAG,10.5,18.5,10.5,18,18,18,18,2.5,,Off-White,Gray,Sand,
OP8003-TK-TAG,10.5,18.5,10.5,18,18,18,18,2.5,,Blue,beige,Teak,
OP8003-TQ-TAG,10.5,18.5,10.5,18,18,18,18,2.5,,Blue,Blue,Turquoise,
OP8003-WH-TAG,10.5,18.5,10.5,18,18,18,18,2.5,,White,White,White,
OP8003-WW-TAG,10.5,18.5,10.5,18,18,18,18,2.5,,Brown,Brown,Weathered Wood,
OP8004-BK-TAG,85,48,85,29.5,29.5,47,47,48.5,,Black ,Black,Black,
OP8004-DB-TAG,85,48,85,29.5,29.5,47,47,48.5,,Brown,Brown,Dark Brown,
OP8004-DG-TAG,85,48,85,29.5,29.5,47,47,48.5,,Green,Green,Dark Green,
OP8004-GY-TAG,85,48,85,29.5,29.5,47,47,48.5,,Gray,Gray,Gray,
OP8004-NB-TAG,85,48,85,29.5,29.5,47,47,48.5,,Blue,Blue,Navy Blue,
OP8004-SD-TAG,85,48,85,29.5,29.5,47,47,48.5,,Off-White,Gray,Sand,
OP8004-TK-TAG,85,48,85,29.5,29.5,47,47,48.5,,Blue,beige,Teak,
OP8004-TQ-TAG,85,48,85,29.5,29.5,47,47,48.5,,Blue,Blue,Turquoise,
OP8004-WH-TAG,85,48,85,29.5,29.5,47,47,48.5,,White,White,White,
OP8004-WW-TAG,85,48,85,29.5,29.5,47,47,48.5,,Brown,Brown,Weathered Wood,
OP8005-BK-TAG,80,44,80,29.5,29.5,43,43,44.5,,Black ,Black,Black,
OP8005-DB-TAG,80,44,80,29.5,29.5,43,43,44.5,,Brown,Brown,Dark Brown,
OP8005-DG-TAG,80,44,80,29.5,29.5,43,43,44.5,,Green,Green,Dark Green,
OP8005-GY-TAG,80,44,80,29.5,29.5,43,43,44.5,,Gray,Gray,Gray,
OP8005-NB-TAG,80,44,80,29.5,29.5,43,43,44.5,,Blue,Blue,Navy Blue,
OP8005-SD-TAG,80,44,80,29.5,29.5,43,43,44.5,,Off-White,Gray,Sand,
OP8005-TK-TAG,80,44,80,29.5,29.5,43,43,44.5,,Blue,beige,Teak,
OP8005-TQ-TAG,80,44,80,29.5,29.5,43,43,44.5,,Blue,Blue,Turquoise,
OP8005-WH-TAG,80,44,80,29.5,29.5,43,43,44.5,,White,White,White,
OP8005-WW-TAG,80,44,80,29.5,29.5,43,43,44.5,,Brown,Brown,Weathered Wood,
OP8006-BK-TAG,127,72,127,29.5,29.5,37,37,38.5,,Black ,Black,Black,
OP8006-DB-TAG,127,72,127,29.5,29.5,37,37,38.5,,Brown,Brown,Dark Brown,
OP8006-DG-TAG,127,72,127,29.5,29.5,37,37,38.5,,Green,Green,Dark Green,
OP8006-GY-TAG,127,72,127,29.5,29.5,37,37,38.5,,Gray,Gray,Gray,
OP8006-NB-TAG,127,72,127,29.5,29.5,37,37,38.5,,Blue,Blue,Navy Blue,
OP8006-SD-TAG,127,72,127,29.5,29.5,37,37,38.5,,Off-White,Gray,Sand,
OP8006-TK-TAG,127,72,127,29.5,29.5,37,37,38.5,,Blue,Brown,Teak,
OP8006-TQ-TAG,127,72,127,29.5,29.5,37,37,38.5,,Blue,Blue,Turquoise,
OP8006-WH-TAG,127,72,127,29.5,29.5,37,37,38.5,,White,White,White,
OP8006-WW-TAG,127,72,127,29.5,29.5,37,37,38.5,,Brown,Brown,Weathered Wood,
OP8010-BK-TAG,24.9,38,24.9,16.95,16.95,18.1,35.8,5,,Black ,Black,Black,
OP8010-CG-TAG,24.9,38,24.9,16.95,16.95,18.1,35.8,5,,Gray,Gray ,Charcoal Gray,
OP8010-NB-TAG,24.9,38,24.9,16.95,16.95,18.1,35.8,5,,Blue,Blue,Navy,
OP8010-TK-TAG,24.9,38,24.9,16.95,16.95,18.1,35.8,5,,Blue,Brown,Teak,
OP8010-TP-TAG,24.9,38,24.9,16.95,16.95,18.1,35.8,5,,Brown,Brown,Taupe,
OP8010-WG-TAG,24.9,38,24.9,16.95,16.95,18.1,35.8,5,,Gray,Gray ,Weathered Gray,
OP8010-WH-TAG,24.9,38,24.9,16.95,16.95,18.1,35.8,5,,White,White ,White,
OP8011-BK-TAG,21.15,26,21.15,18.1,18.1,16.7,24,5,,Black ,Black,Black,
OP8011-CG-TAG,21.15,26,21.15,18.1,18.1,16.7,24,5,,Gray,Gray,Charcoal Gray,
OP8011-NB-TAG,21.15,26,21.15,18.1,18.1,16.7,24,5,,Blue,Blue,Navy,
OP8011-TK-TAG,21.15,26,21.15,18.1,18.1,16.7,24,5,,Blue,beige,Teak,
OP8011-TP-TAG,21.15,26,21.15,18.1,18.1,16.7,24,5,,Brown,Brown,Taupe,
