sku,fields.name,fields.brand,fields.description,fields.material,fields.pattern,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.country_of_origin,fields.import_description,fields.assembly_details,fields.frame_color,fields.material_frame,fields.targeted_audience,fields.subtype,fields.maximum_seating_capacity,fields.number_of_piece,fields.seat_depth,fields.seat_height_floor_to_set_top,fields.seat_width,fields.target_listing_action,fields.target_posting_template,fields.warranty,fields.target_sku,fields.cushion_type,fields.arm_type,fields.cushion_textiles_1,fields.maximum_set_seating_capacity,fields.seating_piece_1_depth,fields.seating_piece_1_height,fields.seating_piece_1_seat_depth,fields.seating_piece_1_type,fields.seating_piece_1_weight,fields.seating_piece_1_width,fields.shape,fields.tabletop_thickness,fields.material_textile_1,fields.pattern_group,fields.seat_back_height,fields.upholstery,fields.material_furniture_hardware,fields.cushion_material_fill_1,fields.seating_piece_1_material_seat,fields.seating_piece_1_seat_back_height,fields.battery_1_information,fields.capacity_volume,fields.care_and_cleaning,fields.pet_type,fields.base_height,fields.base_length,fields.base_width,fields.base_weight,fields.maximum_pole_diameter_accommodated,fields.base_weight_approximate_when_filled,fields.fillable_base,fields.power_source,fields.closure_type,fields.material_fill_1,fields.seat_cushion_depth,fields.seat_cushion_thickness,fields.seat_cushion_width,fields.height_adjustability,fields.seat_height_maximum_floor_to_seat_top,fields.seat_height_minimum_floor_to_seat_top,fields.includes,fields.pole_diameter,fields.pole_height,fields.umbrella_lift_type,fields.umbrella_shade_color,fields.umbrella_weight,fields.umbrella_width,fields.ligthed,fields.umbrella_length,fields.umbrella_tilt,fields.lighted,fields.number_of_settings,fields.heat_coverage,fields.maximum_heat_output,fields.extension_table,fields.table_base_style,fields.table_piece_1_number_of_seats_accommodated,fields.table_piece_1_floor_to_apron_height,fields.table_piece_1_height,fields.table_piece_1_length,fields.table_piece_1_weight,fields.table_piece_1_width,fields.number_of_seats_accommodated,fields.material_surface,fields.floor_to_apron_height,fields.pet_lifestage,fields.protective_qualities,fields.table_piece_1_type,fields.seat_or_cushion_color,fields.required_not_included,fields.material_fill_percentage_1,fields.seat_back_width,fields.material_tabletop,options.0,options.1
variant-2012,WestinTrends Malibu 5-Piece HDPE Folding Adirondack Chair Outdoor Patio Conversation Set,WestinTrends,"<p>Gather around with your loved ones around our charming 5-piece Adirondack conversation set. Crafted with a durable HDPE all-weather material that is perfect for the outdoors with its resistance to UV and fading. Foldable chairs for easy storage and contoured seats to help relieve tension on your lower half and combined with the wide 38"" round coffee table that provides plenty of space for all your drinks and a center umbrella hole that can fit 1.5"" umbrella poles for added shade.</p><p><i>While we strive to accurately represent product colors, please be aware that actual colors may vary slightly due to individual screen settings and lighting conditions. </i></p><p><strong>Features</strong></p><ul><li>Set Includes: Four (4) Adirondack Chairs, One (1) 38"" Round Coffee Table</li><li>Constructed from Durable HDPE Material and Designed to be Stable and Sturdy</li><li>Weather Resistant to Protect Against the Harsh Outdoor Elements and Fade and UV Resistant to Protect Against the Sun</li><li>38"" Inch Wide Table Top Fitted with a 1.5"" Center Umbrella Hole to that Fits Most Standard Umbrellas (Umbrella Sold Seperately;Hole Cover Included)</li><li>Folding Design for Simple and Easy Storage and Contoured Seat for Tension Relief on your Lower Half</li><li>Reinforced Table Top Design for Added Durability and Thick Legs with Beam Connection for Added Stability</li><li>Smooth and Rounded Edges for Added Protection Against Scratches or Bruises</li></ul><p><strong>Details:</strong></p><li>Product Type: Patio Conversation Sets</li><li>What's Included:  (4) Adirondack Chair; (1) Coffee Table</li><p><strong>Adirondack Chair</strong></p><li>Dimensions: 29"" W x 31.5"" D x 34.5"" H</li><li>Weight: 32.75 lbs.</li><li>Seat Width: 20.25""</li><li>Seat Depth: 20""</li><li>Seat Height: 14.5""</li><li>Weight Capacity: 330 lbs.</li><p><strong>Coffee Table</strong></p><li>Table Top Width: 37.75""</li><li>Table Top Depth: 37.75""</li></ul>",HDPE (High-Density Polyethylene),Solid ,"Set Includes: Four (4) Folding Adirondack Chairs, One (1) 38"" Round Coffee Table",Durable HDPE material with a sturdy and stable construction,UV and weather resistant to withstand the outdoor elements,Fade resistant colors to help prevent fading,Adirondack chair folds for easy storage,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult (18 Years and Up),Patio Conversation Sets,4,5,20,34.45,20.25,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,4,31.5,34.5,20,Adirondack chair,184.5,29,Round,,,,29.5,,Metal,,HDPE (High-Density Polyethylene),29.5,,,Spot or Wipe Clean,,,,,,,,,,,,,,,,,,4 Adirondack Chairs,,,,,,,,,,,,,,Non-Extension,,,,17,37,40,37,4,,,,All-Weather Design,,,,,18,,size,color
variant-2015,WestinTrends Malibu 5-Piece HDPE Adirondack Chair Outdoor Patio Square Table Conversation Set,WestinTrends,"<p>Gather around with your loved ones around our charming 5-piece Adirondack conversation set. Crafted with a durable HDPE all-weather material that is perfect for the outdoors with its resistance to UV and fading. Foldable chairs for easy storage and contoured seats to help relieve tension on your lower half and combined with the wide 30"" Square coffee table that provides plenty of space for all your drinks and a center umbrella hole that can fit 1.6"" umbrella poles for added shade.</p><p><i>While we strive to accurately represent product colors, please be aware that actual colors may vary slightly due to individual screen settings and lighting conditions. </i></p><p><strong>Features</strong></p><ul><li>Set Includes: Four (4) Adirondack Chairs, One (1) 30"" Round Coffee Table</li><li>Constructed from Durable HDPE Material and Designed to be Stable and Sturdy</li><li>Weather Resistant to Protect Against the Harsh Outdoor Elements and Fade and UV Resistant to Protect Against the Sun</li><li>30"" Inch Wide Table Top Fitted with a 1.6"" Center Umbrella Hole to that Fits Most Standard Umbrellas (Umbrella Sold Seperately;Hole Cover Included)</li><li>Folding Design for Simple and Easy Storage and Contoured Seat for Tension Relief on your Lower Half</li><li>Reinforced Table Top Design for Added Durability and Thick Legs with Beam Connection for Added Stability</li><li>Smooth and Rounded Edges for Added Protection Against Scratches or Bruises</li></ul><p><strong>Details:</strong></p><li>Product Type: Patio Conversation Sets</li><li>What's Included:  (4) Adirondack Chair; (1) Coffee Table</li><p><strong>Adirondack Chair</strong></p><li>Dimensions: 29"" W x 31.5"" D x 34.5"" H</li><li>Weight: 32.75 lbs.</li><li>Seat Width: 20.25""</li><li>Seat Depth: 20""</li><li>Seat Height: 14.5""</li><li>Weight Capacity: 330 lbs.</li><p><strong>Coffee Table</strong></p><li>Table Top Width: 30.75""</li><li>Table Top Depth: 30.75""</li></ul>",HDPE (High-Density Polyethylene),Solid ,"Set Includes: Four (4) Folding Adirondack Chairs, One (1) 30"" Wide Square Coffee Table",Durable HDPE material with a sturdy and stable construction,UV and weather resistant to withstand the outdoor elements,Fade resistant colors to help prevent fading,Adirondack Chair Folds for Easy and Extra Storage Space,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult (18 Years and Up),Patio Conversation Sets,4,5,20,34.45,20.25,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,4,31.5,34.5,20,Adirondack chair,179.25,29,Square,,,,29.5,,Metal,,HDPE (High-Density Polyethylene),29.5,,,Spot or Wipe Clean,,,,,,,,,,,,,,,,,,4 Adirondack Chairs,,,,,,,,,,,,,,Non-Extension,,,,17,30,35,30,4,,,,All-Weather Design,,,,,18,,size,color
variant-2017,WestinTrends Dylan 5-Piece Outdoor Patio HDPE Adirondack Chair With Round Coffee Table Conversation Set,WestinTrends,"<p>Gather around with your loved ones around our charming 5-piece Adirondack conversation set. Crafted with a durable HDPE all-weather material that is perfect for the outdoors with its resistance to UV and fading. Comfortable chairs with spacious armrest and deep reclined seats to help relieve tension on your lower half and combined with the wide 38"" round coffee table that provides plenty of space for all your drinks and a center umbrella hole that can fit 1.5"" umbrella poles for added shade.</p><p><i>While we strive to accurately represent product colors, please be aware that actual colors may vary slightly due to individual screen settings and lighting conditions. </i></p><p><strong>Features</strong></p><ul><li>Set Includes: Four (4) Adirondack Chairs, One (1) 38"" Round Coffee Table</li><li>Constructed from Durable HDPE Material and Designed to be Stable and Sturdy</li><li>Weather Resistant to Protect Against the Harsh Outdoor Elements and Fade and UV Resistant to Protect Against the Sun</li><li>38"" Inch Wide Table Top Fitted with a 1.5"" Center Umbrella Hole to that Fits Most Standard Umbrellas (Umbrella Sold Seperately;Hole Cover Included)</li><li>4.5"" Wide Armrest and Deep Reclined Seat for Tension Relief on your Lower Half</li><li>Reinforced Table Top Design for Added Durability and Thick Legs with Beam Connection for Added Stability</li><li>Smooth and Rounded Edges for Added Protection Against Scratches or Bruises</li></ul><p><strong>Details:</strong></p><li>Product Type: Patio Conversation Sets</li><li>What's Included:  (4) Adirondack Chair; (1) Coffee Table</li><p><strong>Adirondack Chair</strong></p><li>Dimensions: 31.75"" W x 33.5"" D x 36.5"" H</li><li>Weight: 39 lbs.</li><li>Seat Width: 22""</li><li>Seat Depth: 20""</li><li>Seat Height: 15""</li><li>Weight Capacity: 300 lbs.</li><p><strong>Coffee Table</strong></p><li>Table Top Width: 37.75""</li><li>Table Top Depth: 37.75""</li></ul>",HDPE (High-Density Polyethylene),Solid ,"Set Includes: Four (4) Adirondack Chairs, One (1) 38"" Round Coffee Table",Durable HDPE material with a sturdy and stable construction,UV and weather resistant to withstand the outdoor elements,Fade resistant colors to help prevent fading,Deep reclined seat perfect for napping and wide armrest for added comfort,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult (18 Years and Up),Patio Conversation Sets,4,5,20,15,22,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,4,33.5,36.5,20,Adirondack chair,196.5,31.75,Round,,,,36.4,,Metal,,HDPE (High-Density Polyethylene),36.4,,,Spot or Wipe Clean,,,,,,,,,,,,,,,,,,4 Adirondack Chairs,,,,,,,,,,,,,,Non-Extension,,,,17,37,40,37,4,,,,All-Weather Design,,,,,21.2,,size,color
variant-2022,WestinTrends Dylan 5-Piece Outdoor Patio HDPE Adirondack Chair With Square Coffee Table Conversation Set,WestinTrends,"<p>Gather around with your loved ones around our charming 5-piece Adirondack conversation set. Crafted with a durable HDPE all-weather material that is perfect for the outdoors with its resistance to UV and fading. Comfortable chairs with spacious armrest and deep reclined seats to help relieve tension on your lower half and combined with the wide 30"" square coffee table that provides plenty of space for all your drinks and a center umbrella hole that can fit 1.5"" umbrella poles for added shade.</p><p><i>While we strive to accurately represent product colors, please be aware that actual colors may vary slightly due to individual screen settings and lighting conditions. </i></p><p><strong>Features</strong></p><ul><li>Set Includes: Four (4) Adirondack Chairs, One (1) 30"" Square Coffee Table</li><li>Constructed from Durable HDPE Material and Designed to be Stable and Sturdy</li><li>Weather Resistant to Protect Against the Harsh Outdoor Elements and Fade and UV Resistant to Protect Against the Sun</li><li>30"" Inch Wide Table Top Fitted with a 1.5"" Center Umbrella Hole to that Fits Most Standard Umbrellas (Umbrella Sold Seperately;Hole Cover Included)</li><li>4.5"" Wide Armrest and Deep Reclined Seat for Tension Relief on your Lower Half</li><li>Reinforced Table Top Design for Added Durability and Thick Legs with Beam Connection for Added Stability</li><li>Smooth and Rounded Edges for Added Protection Against Scratches or Bruises</li></ul><p><strong>Details:</strong></p><li>Product Type: Patio Conversation Sets</li><li>What's Included:  (4) Adirondack Chair; (1) Coffee Table</li><p><strong>Adirondack Chair</strong></p><li>Dimensions: 31.75"" W x 33.5"" D x 36.5"" H</li><li>Weight: 39 lbs.</li><li>Seat Width: 22""</li><li>Seat Depth: 20""</li><li>Seat Height: 15""</li><li>Weight Capacity: 300 lbs.</li><p><strong>Coffee Table</strong></p><li>Dimensions: 30.75"" W x 30.75"" D x 17.5"" H</li><li>Weight: 35.25 lbs.</li><li>Table Top Width: 30.75""</li><li>Table Top Depth: 30.75""</li><li>Weight Capacity: 300 lbs.</li></ul>",HDPE (High-Density Polyethylene),Solid ,"Set Includes: Four (4) Adirondack Chairs, One (1) 30"" Square Coffee Table",Durable HDPE material with a sturdy and stable construction,UV and weather resistant to withstand the outdoor elements,Fade resistant colors to help prevent fading,Deep reclined seat perfect for napping and wide armrest for added comfort,China,imported,"Adult Assembly Required, Tools Provided",,HDPE (High-Density Polyethylene),Adult (18 Years and Up),Patio Conversation Sets,4,5,20,15,22,FULL,Patio Seating Sets,30 Day Limited Warranty,,Hard Seat (No Cushion),,No Cushion,4,33.5,36.5,20,Adirondack chair,191.25,31.75,Square,,,,36.4,,Metal,,HDPE (High-Density Polyethylene),36.4,,,Spot or Wipe Clean,,,,,,,,,,,,,,,,,,4 Adirondack Chairs,,,,,,,,,,,,,,Non-Extension,,,,17,30,35,30,4,,,,All-Weather Design,,,,,21.2,,size,color
variant-2025,"WestinTrends 24"" Saddle Seat Solid Wood Kitchen Counter Stool Chair (Set of 2)",WestinTrends,"Perfect for your kitchen or bar, this 24-inch stool brings style and comfort to almost any interior design. The high-quality rubberwood saddle seat and lower footrest provide your home with additional stable seating. The four rustic-style legs are durable and long-lasting.",,Solid,"Two (2) 24"" antique-style counter stool.","24"" seat height match the 35""- 40"" counter height. Item Dimension: 17"" W x 13.5"" D x 24"" H. Item weight: 13.2 LBS","Weight Capacity: 250 LBS. Materials: Wood Frame, Rust Resistant Hardware. Simple assembly required and easy maintains.",Classic backless saddle design helps maintain adequate seating position. The four rustic-style legs and perfectly placed footrest provide stability while you eat.,"This wood bar stool is built to last out of high-quality, hard-wearing solid wood. This simple and elegant design is available in multiple unique colors and matches well with almost any home.",,imported,"Adult Assembly Required, Tools Provided",,Metal,Adult (18 Years and Up),Counter Stools,1,1,17,,17,FULL,Counter and Bar Stools,30 Day Limited Warranty,,,,,,,,,,,,Rectangle,,Non-Upholstered,Solid,,Upholstered,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,Fixed Height,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-2030,"WestinTrends 29"" Saddle Seat Solid Wood Kitchen Bar Stool Chair",WestinTrends,"Perfect for your kitchen or bar, this 24-inch stool brings style and comfort to almost any interior design. The high-quality rubberwood saddle seat and lower footrest provide your home with additional stable seating. The four rustic-style legs are durable and long-lasting.",,Solid,"One (1) 29"" antique-style counter stool.","29"" seat height match the 35""- 40"" counter height. Item Dimension: 17"" W x 13.5"" D x 24"" H. Item weight: 13.2 LBS","Weight Capacity: 250 LBS. Materials: Wood Frame, Rust Resistant Hardware. Simple assembly required and easy maintains.",Classic backless saddle design helps maintain adequate seating position. The four rustic-style legs and perfectly placed footrest provide stability while you eat.,"This wood bar stool is built to last out of high-quality, hard-wearing solid wood. This simple and elegant design is available in multiple unique colors and matches well with almost any home.",,imported,"Adult Assembly Required, Tools Provided",,Metal,Adult (18 Years and Up),Counter Stools,1,1,17,,17,FULL,Counter and Bar Stools,30 Day Limited Warranty,,,,,,,,,,,,Rectangle,,Non-Upholstered,Solid,,Upholstered,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,Fixed Height,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-2035,"WestinTrends 29"" Saddle Seat Solid Wood Kitchen Bar Stool Chair (Set of 2)",WestinTrends,"Perfect for your kitchen or bar, this 24-inch stool brings style and comfort to almost any interior design. The high-quality rubberwood saddle seat and lower footrest provide your home with additional stable seating. The four rustic-style legs are durable and long-lasting.",,Solid,"Two (2) 29"" antique-style counter stool.","29"" seat height match the 35""- 40"" counter height. Item Dimension: 17"" W x 13.5"" D x 24"" H. Item weight: 13.2 LBS","Weight Capacity: 250 LBS. Materials: Wood Frame, Rust Resistant Hardware. Simple assembly required and easy maintains.",Classic backless saddle design helps maintain adequate seating position. The four rustic-style legs and perfectly placed footrest provide stability while you eat.,"This wood bar stool is built to last out of high-quality, hard-wearing solid wood. This simple and elegant design is available in multiple unique colors and matches well with almost any home.",,imported,"Adult Assembly Required, Tools Provided",,Metal,Adult (18 Years and Up),Counter Stools,1,1,17,,17,FULL,Counter and Bar Stools,30 Day Limited Warranty,,,,,,,,,,,,Rectangle,,Non-Upholstered,Solid,,Upholstered,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,Fixed Height,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-2040,"WestinTrends 26"" Upholstered Swivel Counter Height Bar Stools (Set of 2)",WestinTrends,"Indulge in sophisticated farmhouse style with our Boucle fabric counter stool. The antique-stained wood legs emit rustic charm while the water- and stain-resistant upholstery promises easy upkeep. Crafted for all sizes, it can be used as a counter, vanity, and high tabletop stool.",,Solid,Order Includes: Two (2) Counter Stool.,"Stool Dimensions: 19.3"" W x 21.6"" D x 38.2"" H. Item Weight: 25.5 LBS. Item Weight Capacity: 280 LBS","Materials: Rubberwood, Polyester Blend, Assembly Details: Minimal Assembly, Maintenance: Wipe Clean","Luxuriate in stain-resistant bouclé fabric, offering timeless allure. Delight in a poly foam seat, a metal footrest for stability, and a 360° swivel base for effortless movement, complemented by an elastic band seat base with foot glides.","Experience lasting comfort with plush sag-resistant foam, complemented by Boucle fabric's timeless elegant, weaved pattern. The Boucle weaving pattern is the perfect blend of design and practicality while the modern antique legs provide stability.",,imported,"Adult Assembly Required, Tools Provided",,wood,Adult (18 Years and Up),Counter Stools,1,1,17,,19.3,FULL,Counter and Bar Stools,30 Day Limited Warranty,,,,,,,,,,,,Rectangle,,Polyurethane,Solid,,Upholstered,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,Fixed Height,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-2045,"WestinTrends 26"" Upholstered Swivel Counter Height Bar Stools (Set of 3)",WestinTrends,"Indulge in sophisticated farmhouse style with our Boucle fabric counter stool. The antique-stained wood legs emit rustic charm while the water- and stain-resistant upholstery promises easy upkeep. Crafted for all sizes, it can be used as a counter, vanity, and high tabletop stool.",,Solid,Order Includes: Three (3) Counter Stool.,"Stool Dimensions: 19.3"" W x 21.6"" D x 38.2"" H. Item Weight: 25.5 LBS. Item Weight Capacity: 280 LBS","Materials: Rubberwood, Polyester Blend, Assembly Details: Minimal Assembly, Maintenance: Wipe Clean","Luxuriate in stain-resistant bouclé fabric, offering timeless allure. Delight in a poly foam seat, a metal footrest for stability, and a 360° swivel base for effortless movement, complemented by an elastic band seat base with foot glides.","Experience lasting comfort with plush sag-resistant foam, complemented by Boucle fabric's timeless elegant, weaved pattern. The Boucle weaving pattern is the perfect blend of design and practicality while the modern antique legs provide stability.",,imported,"Adult Assembly Required, Tools Provided",,wood,Adult (18 Years and Up),Counter Stools,1,1,17,,19.3,FULL,Counter and Bar Stools,30 Day Limited Warranty,,,,,,,,,,,,Rectangle,,Polyurethane,Solid,,Upholstered,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,Fixed Height,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-2050,"WestinTrends 29"" Upholstered Linen Fabric Tufted Bar Stool Chair",WestinTrends,"The perfect choice for your kitchen island, this bar stool adds classic style with a diamond button-tufted back and solid wood legs. The dense foam padding, sinuous spring support, and soft fabric upholstery makes it the perfect stool. The metal footrest protects against scuffs and scratches.",,Solid,"Order includes: One (1) 29"" bar height bar stool","29"" seat height match the 40""- 42"" counter height. Item Dimension: 17.5"" W x 23.4"" D x 44"" H.",Item weight: 17 LBS. Weight Capacity: 300 LBS.,Diamond button-tufted seat back upholstered in linen-style fabric that will just go your kitchen. Dense foam seats and a sinuous spring structure provide extra comfort. Solid rubberwood frame construction provide strong support.,"The silver metal footrest protects against scuffs and scratches, also gives the stools a more contemporary look. Plastic glide floor protectors on back legs to guard against any floor damage.",,imported,"Adult Assembly Required, Tools Provided",,Metal,Adult (18 Years and Up),Bar Stools,1,1,17,,15.5,FULL,Counter and Bar Stools,30 Day Limited Warranty,,,,,,,,,,,,Rectangle,,Linen,Solid,,Upholstered,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,Fixed Height,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-2055,"WestinTrends 24"" Linen Fabric Tufted Counter Stool (Set of 2)",WestinTrends,"The perfect choice for your kitchen island, this bar stool adds classic style with a diamond button-tufted back and solid wood legs. The dense foam padding, sinuous spring support, and soft fabric upholstery makes it the perfect stool. The metal footrest protects against scuffs and scratches.",,Solid,"Order includes: Two (2) 24"" bar height bar stools.","24"" seat height match the 40""- 42"" counter height. Item Dimension: 17.5"" W x 23.4"" D x 44"" H.",Item weight: 17 LBS. Weight Capacity: 300 LBS.,Diamond button-tufted seat back upholstered in linen-style fabric that will just go your kitchen. Dense foam seats and a sinuous spring structure provide extra comfort. Solid rubberwood frame construction provide strong support.,"The silver metal footrest protects against scuffs and scratches, also gives the stools a more contemporary look. Plastic glide floor protectors on back legs to guard against any floor damage.",,imported,"Adult Assembly Required, Tools Provided",,Metal,Adult (18 Years and Up),Bar Stools,2,2,17,,15.5,FULL,Counter and Bar Stools,30 Day Limited Warranty,,,,,,,,,,,,Rectangle,,Linen,Solid,,Upholstered,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,Fixed Height,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-2060,"WestinTrends Hayes 24"" Linen Fabric Tufted Counter Stool (Set of 3)",WestinTrends,"The perfect choice for your kitchen island, this bar stool adds classic style with a diamond button-tufted back and solid wood legs. The dense foam padding, sinuous spring support, and soft fabric upholstery makes it the perfect stool. The metal footrest protects against scuffs and scratches.",,Solid,"Order includes: Three (3) 24"" bar height bar stools.","24"" seat height match the 40""- 42"" counter height. Item Dimension: 17.5"" W x 23.4"" D x 44"" H.",Item weight: 17 LBS. Weight Capacity: 300 LBS.,Diamond button-tufted seat back upholstered in linen-style fabric that will just go your kitchen. Dense foam seats and a sinuous spring structure provide extra comfort. Solid rubberwood frame construction provide strong support.,"The silver metal footrest protects against scuffs and scratches, also gives the stools a more contemporary look. Plastic glide floor protectors on back legs to guard against any floor damage.",,imported,"Adult Assembly Required, Tools Provided",,Metal,Adult (18 Years and Up),Bar Stools,3,3,17,,15.5,FULL,Counter and Bar Stools,30 Day Limited Warranty,,,,,,,,,,,,Rectangle,,Linen,Solid,,Upholstered,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,Fixed Height,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-2065,"WestinTrends 24"" Linen Fabric Tufted Counter Stool",WestinTrends,"The perfect choice for your kitchen island, this bar stool adds classic style with a diamond button-tufted back and solid wood legs. The dense foam padding, sinuous spring support, and soft fabric upholstery makes it the perfect stool. The metal footrest protects against scuffs and scratches.",,Solid,"Order includes: One (1) 24"" bar height bar stool.","24"" seat height match the 40""- 42"" counter height. Item Dimension: 17.5"" W x 23.4"" D x 44"" H.",Item weight: 17 LBS. Weight Capacity: 300 LBS.,Diamond button-tufted seat back upholstered in linen-style fabric that will just go your kitchen. Dense foam seats and a sinuous spring structure provide extra comfort. Solid rubberwood frame construction provide strong support.,"The silver metal footrest protects against scuffs and scratches, also gives the stools a more contemporary look. Plastic glide floor protectors on back legs to guard against any floor damage.",,imported,"Adult Assembly Required, Tools Provided",,Metal,Adult (18 Years and Up),Bar Stools,2,2,17,,15.5,FULL,Counter and Bar Stools,30 Day Limited Warranty,,,,,,,,,,,,Rectangle,,Linen,Solid,,Upholstered,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,Fixed Height,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-2070,"WestinTrends 24"" Linen Fabric Tufted Buttons Upholstered Wingback Counter Stool",WestinTrends,"Lined with artistic metal nail heads, this 29"" armless button-tufted stool is designed for premium dining comfort. The soft linen upholstery and foam-filled cushion keeps you comfortable for long periods of time. This bar height stool is sturdy and durable thanks to the solid rubberwood legs.",,Solid,Order includes: One (1) Bar Stool,"Seat Height: 24"", match the 40""- 42"" bar height","Item Dimension: 20"" W x 23.6"" D x 43.7"" H, Item weight: 20.6 LBS. Weight Capacity: 300 LBS.",Button-tufted seat back upholstered in linen fabric that will just go with your kitchen. Dense foam seats and a sinuous spring structure provide extra comfort. Solid rubberwood frame construction provide strong support.,"The silver metal footrest protects against scuffs and scratches, also gives the stool a more contemporary look. Plastic glide floor protectors on back legs to guard against floor damage. Easy assembly required.",,imported,"Adult Assembly Required, Tools Provided",,Metal,Adult (18 Years and Up),Bar Stools,3,3,17,,18.3,FULL,Counter and Bar Stools,30 Day Limited Warranty,,,,,,,,,,,,Rectangle,,Linen,Solid,,Upholstered,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,Fixed Height,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-2075,"WestinTrends 24"" Linen Tufted Buttons Upholstered Wingback Counter Stool (Set of 2)",WestinTrends,"Lined with artistic metal nail heads, this 29"" armless button-tufted stool is designed for premium dining comfort. The soft linen upholstery and foam-filled cushion keeps you comfortable for long periods of time. This bar height stool is sturdy and durable thanks to the solid rubberwood legs.",,Solid,Order includes: Two (2) Bar Stool,"Seat Height: 24"", match the 40""- 42"" bar height","Item Dimension: 20"" W x 23.6"" D x 43.7"" H, Item weight: 20.6 LBS. Weight Capacity: 300 LBS.",Button-tufted seat back upholstered in linen fabric that will just go with your kitchen. Dense foam seats and a sinuous spring structure provide extra comfort. Solid rubberwood frame construction provide strong support.,"The silver metal footrest protects against scuffs and scratches, also gives the stool a more contemporary look. Plastic glide floor protectors on back legs to guard against floor damage. Easy assembly required.",,imported,"Adult Assembly Required, Tools Provided",,Metal,Adult (18 Years and Up),Bar Stools,3,3,17,,18.3,FULL,Counter and Bar Stools,30 Day Limited Warranty,,,,,,,,,,,,Rectangle,,Linen,Solid,,Upholstered,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,Fixed Height,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-2080,"WestinTrends 24"" Linen Tufted Buttons Upholstered Wingback Counter Stool (Set of 3)",WestinTrends,"Lined with artistic metal nail heads, this 29"" armless button-tufted stool is designed for premium dining comfort. The soft linen upholstery and foam-filled cushion keeps you comfortable for long periods of time. This bar height stool is sturdy and durable thanks to the solid rubberwood legs.",,Solid,Order includes: Three (3) Bar Stool,"Seat Height: 24"", match the 40""- 42"" bar height","Item Dimension: 20"" W x 23.6"" D x 43.7"" H, Item weight: 20.6 LBS. Weight Capacity: 300 LBS.",Button-tufted seat back upholstered in linen fabric that will just go with your kitchen. Dense foam seats and a sinuous spring structure provide extra comfort. Solid rubberwood frame construction provide strong support.,"The silver metal footrest protects against scuffs and scratches, also gives the stool a more contemporary look. Plastic glide floor protectors on back legs to guard against floor damage. Easy assembly required.",,imported,"Adult Assembly Required, Tools Provided",,Metal,Adult (18 Years and Up),Bar Stools,3,3,17,,18.3,FULL,Counter and Bar Stools,30 Day Limited Warranty,,,,,,,,,,,,Rectangle,,Linen,Solid,,Upholstered,,,,,,,Spot or Wipe Clean,,,,,,,,,,,,,,,Fixed Height,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
