sku,fields.weight.value,fields.package_height,fields.package_width,fields.package_length,fields.height.value,fields.width.value,fields.length.value,fields.package_weight,fields.abn_size,fields.target_color,fields.target_sku,fields.frame_color,fields.color,fields.size
OP6018-TP-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Beige,WWT02929,Beige,Taupe,
2001ADOT-NB2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Blue,WWT00736,Blue,Navy Blue,
2001ADOT-DKGR2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00733,green,Dark Green,
2001ADOT-GY2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Gray,WWT00740,Gray,Gray,
2001ADOT-PB2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Blue,WWT00738,Blue,Pacific Blue,
2001ADOT-TQ2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00735,green,Turquoise,
2001ADOT-WW2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT00737,Beige,Weathered Wood,
2001ADOT-LM2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00739,green,Lime,
2001ADOT-BK2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Black,WWT00732,Black,Black,
2001ADOT-TK2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,blue,WWT01196,beige,Teak,
2001ADOT-SD2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT01195,Beige,Sand,
2001ADOT-OR2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Orange,WWT00731,Orange,Orange,
2001ADOT-RD2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Red,WWT00734,Red,Red,
2001ADOT-WH2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,White,WWT00730,White,White,
2001ADOT-DKBR2-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Brown,WWT00741,Brown,Dark Brown,
OP6001-OT-DKGR-2-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,green,WWT00999,green,Dark Green,
OP6001-OT-RD-2-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Red,WWT01005,Red,Red,
OP6001-OT-PB-2-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Blue,WWT01004,Blue,Pacific Blue,
OP6001-OT-NB-2-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Blue,WWT01002,Blue,Navy Blue,
OP6001-OT-DKBR-2-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Brown,WWT00998,Brown,Dark Brown,
OP6001-OT-WW-2-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Beige,WWT01008,Beige,Weathered Wood,
OP6001-OT-BK-2-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Black,WWT00997,Black,Black,
OP6001-OT-LM-2-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,green,WWT01001,green,Lime,
OP6001-OT-WH-2-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,White,WWT01007,White,White,
OP6001-OT-TQ-2-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,green,WWT01006,green,Turquoise,
OP6001-OT-GY-2-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Gray,WWT01000,Gray,Gray,
OP6001-OT-OR-2-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Orange,WWT01003,Orange,Orange,
OP6016-CG-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Gray,WWT02912,Gray,Charcoal Gray,
OP6016-TK-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,blue,WWT02914,beige,Teak,
OP6016-NB-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,blue,WWT02913,blue,Navy,
OP6016-BK-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Black,WWT02911,Black,Black,
OP6016-WG-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Gray,WWT02916,Gray,Weathered Gray,
OP6016-TP-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Beige,WWT02915,Beige,Taupe,
OP6016-WH-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,White,WWT02917,White,White,
2001ADOT-NB-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Blue,WWT00724,,Navy Blue,
2001ADOT-RD-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Red,WWT00722,,Red,
2001ADOT-BK-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Black,WWT00720, Black,Black,
2001ADOT-DKGR-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00721,,Dark Green,
2001ADOT-SD-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT01193,,Sand,
2001ADOT-DKBR-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Brown,WWT00729,,Dark Brown,
2001ADOT-TK-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT01194,Beige,Teak,
2001ADOT-LM-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00727,,Lime,
2001ADOT-PB-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Blue,WWT00726,,Pacific Blue,
2001ADOT-GY-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Gray,WWT00728,,Gray,
2001ADOT-TQ-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00723,,Turquoise,
2001ADOT-OR-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Orange,WWT00719,,Orange,
2001ADOT-WH-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,White,WWT00718,White,White,
2001ADOT-WW-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT00725,,Weathered Wood,
OP6001-OT-BK-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Black,WWT00985,Black,Black,
OP6001-OT-TQ-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,green,WWT00994,green,Turquoise,
OP6001-OT-DKBR-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Brown,WWT00986,Brown,Dark Brown,
OP6001-OT-WH-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,White,WWT00995,White,White,
OP6001-OT-OR-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Orange,WWT00991,Orange,Orange,
OP6001-OT-RD-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Red,WWT00993,Red,Red,
OP6001-OT-PB-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Blue,WWT00992,Blue,Pacific Blue,
OP6001-OT-NB-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Blue,WWT00990,Blue,Navy Blue,
OP6001-OT-GY-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Gray,WWT00988,Gray,Gray,
OP6001-OT-LM-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,green,WWT00989,green,Lime,
OP6001-OT-DKGR-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,green,WWT00987,green,Dark Green,
OP6001-OT-WW-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Beige,WWT00996,Beige,Weathered Wood,
OP6015-BK-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Black,WWT02904,Black,Black,
OP6015-WG-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Gray,WWT02909,Gray,Weathered Gray,
OP6015-NB-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,blue,WWT02906,blue,Navy,
OP6015-TP-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Beige,WWT02908,Beige,Taupe,
OP6015-WH-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,White,WWT02910,White,White,
OP6015-TK-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,blue,WWT02907,beige,Teak,
OP6015-CG-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Gray,WWT02905,Gray,Charcoal Gray,
2001-AC-CS-DKGR-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00059,green,Dark Green,
2001-AC-CS-BK-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Black,WWT00058,Black,Black,
2001-AC-CS-SD-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT01189,Beige,Sand,
2001-AC-CS-PB-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Blue,WWT00064,Blue,Pacific Blue,
2001-AC-CS-OR-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Orange,WWT00057,Orange,Orange,
2001-AC-CS-TQ-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00061,,Turquoise,
2001-AC-CS-LM-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00065,,Lime,
2001-AC-CS-GY-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Gray,WWT00066,Gray,Gray,
2001-AC-CS-TK-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT01190,Beige,Teak,
2001-AC-CS-DKBR-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Brown,WWT00067,Brown,Dark Brown,
2001-AC-CS-WW-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT00063,Beige,Weathered Wood,
2001-AC-CS-WH-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,White,WWT00894,White,White,
2001-AC-CS-RD-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Red,WWT00060,Red,Red,
2001-AC-CS-NB-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Blue,WWT00062,Blue,Navy Blue,
OP6001-ST-BK-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Black,WWT01413,Black,Black,
OP6001-ST-DKGR-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,green,WWT01415,green,Dark Green,
OP6001-ST-WW-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Beige,WWT01424,Beige,Weathered Wood,
OP6001-ST-GY-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Gray,WWT01416,Gray,Gray,
OP6001-ST-NB-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Blue,WWT01418,Blue,Navy Blue,
OP6001-ST-RD-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Red,WWT01421,Red,Red,
OP6001-ST-LM-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,green,WWT01417,green,Lime,
OP6001-ST-DKBR-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Brown,WWT01414,Brown,Dark Brown,
OP6001-ST-WH-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,White,WWT01423,White,White,
OP6001-ST-PB-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Blue,WWT01420,Blue,Pacific Blue,
OP6001-ST-OR-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Orange,WWT01419,Orange,Orange,
OP6001-ST-TQ-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,green,WWT01422,green,Turquoise,
OP6014-WG-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Gray,WWT02881,Gray,Weathered Gray,
OP6014-TK-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,blue,WWT02879,beige,Teak,
OP6014-CG-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Gray,WWT02877,Gray,Charcoal Gray,
OP6014-WH-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,White,WWT02882,White,White,
OP6014-NB-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,blue,WWT02878,blue,Navy,
OP6014-TP-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Beige,WWT02880,Beige,Taupe,
OP6014-BK-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Black,WWT02876,Black,Black,
2001-AC2-CS-SD-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT01191,,Sand,
2001-AC2-CS-GY-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Gray,WWT00078,,Gray,
2001-AC2-CS-BK-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Black,WWT00070,Black,Black,
2001-AC2-CS-DKGR-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00071,Green,Dark Green,
2001-AC2-CS-OR-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Orange,WWT00069,Orange,Orange,
2001-AC2-CS-DKBR-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Brown,WWT00079,Brown,Dark Brown,
2001-AC2-CS-WW-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT00075,Beige,Weathered Wood,
2001-AC2-CS-PB-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Blue,WWT00076,Blue,Pacific Blue,
2001-AC2-CS-WH-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,White,WWT00068,White,White,
2001-AC2-CS-TQ-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00073,Green,Turquoise,
2001-AC2-CS-LM-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00077,Green,Lime,
2001-AC2-CS-NB-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Blue,WWT00074,Blue,Navy Blue,
2001-AC2-CS-TK-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT01192,Beige,Teak,
2001-AC2-CS-RD-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Red,WWT00072,Red,Red,
OP6001-DKBR-3-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Brown,WWT01402,Brown,Dark Brown,
OP6001-WW-3-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Beige,WWT01412,Beige,Weathered Wood,
OP6001-RD-3-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Red,WWT01409,Red,Red,
OP6001-BK-3-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Black,WWT01401,Black,Black,
OP6001-OR-3-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Orange,WWT01407,Orange,Orange,
OP6001-WH-3-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,White,WWT01411,White,White,
OP6001-LM-3-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,green,WWT01405,green,Lime,
OP6001-TQ-3-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,green,WWT01410,green,Turquoise,
OP6001-NB-3-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Blue,WWT01406,Blue,Navy Blue,
OP6001-PB-3-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Blue,WWT01408,Blue,Pacific Blue,
OP6001-DKGR-3-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,green,WWT01403,green,Dark Green,
OP6001-GY-3-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Gray,WWT01404,Gray,Gray,
OP124-BK-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Black,WWT02883,Black,Black,
OP124-WG-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Gray,WWT02888,Gray,Weathered Gray,
OP124-TK-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,blue,WWT02886,beige,Teak,
OP124-WH-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,White,WWT02889,White,White,
OP124-NB-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,blue,WWT02885,blue,Navy,
OP124-TP-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Beige,WWT02887,Beige,Taupe,
OP124-CG-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Gray,WWT02884,Gray,Charcoal Gray,
2001AOC-OR-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Orange,WWT00743,Orange,Orange,
2001AOC-RD-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Red,WWT00746,Red,Red,
2001AOC-GY-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Gray,WWT00752,Gray,Gray,
2001AOC-TK-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,blue,WWT02802,beige,Teak,
2001AOC-WH-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,White,WWT00742,White,White,
2001AOC-TQ-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00747,green,Turquoise,
2001AOC-SD-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT02801,Beige,Sand,
2001AOC-WW-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Beige,WWT00749,Beige,Weathered Wood,
2001AOC-BK-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Black,WWT00744,Black,Black,
2001AOC-DKGR-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00745,green,Dark Green,
2001AOC-LM-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,green,WWT00751,green,Lime,
2001AOC-PB-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Blue,WWT00750,Blue,Pacific Blue,
2001AOC-DKBR-TAG,36.0,8.6,22.8,36.0,35.2,29.2,32.0,45.0,,Brown,WWT00753,Brown,Dark Brown,
OP6001-AOC-PB-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Blue,WWT01016,Blue,Pacific Blue,
OP6001-AOC-WW-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Beige,WWT01020,Beige,Weathered Wood,
OP6001-AOC-RD-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Red,WWT01017,Red,Red,
OP6001-AOC-WH-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,White,WWT01019,White,White,
OP6001-AOC-NB-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Blue,WWT01014,Blue,Navy Blue,
OP6001-AOC-OR-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Orange,WWT01015,Orange,Orange,
OP6001-AOC-TQ-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,green,WWT01018,green,Turquoise,
OP6001-AOC-LM-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Green,WWT01013,Green,Lime ,
OP6001-AOC-GY-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Gray,WWT01012,Gray,Gray,
OP6001-AOC-DKBR-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Brown,WWT01010,Brown,Dark Brown,
OP6001-AOC-BK-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,Black,WWT01009,Black,Black,
OP6001-AOC-DKGR-TAG,42.0,23.1,33.5,7.0,36.4,24.0,33.5,45.3,,green,WWT01011,green,Dark Green,
OP6017-BK-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Black,WWT02918,Black,Black,
OP6017-WG-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Gray,WWT02923,Gray,Weathered Gray,
OP6017-CG-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Gray,WWT02919,Gray,Charcoal Gray,
OP6017-TK-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,blue,WWT02921,beige,Teak,
OP6017-NB-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,blue,WWT02920,blue,Navy,
OP6017-TP-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,Beige,WWT02922,Beige,Taupe,
OP6017-WH-TAG,39.9,6.5,39.5,23.5,37.8,32.2,37.2,45.0,,White,WWT02924,White,White,
2001-DB-12-TAG,,8.6,22.8,36.0,,,,45.0,,Brown,WWT02723,,Dark Brown,
2001-GY-12-TAG,,8.6,22.8,36.0,,,,45.0,,Gray,WWT02725,,Gray,
2001-BK-12-TAG,,8.6,22.8,36.0,,,,45.0,,Black,WWT02721,,Black,
2001-WH-12-TAG,,8.6,22.8,36.0,,,,45.0,,White,WWT02735,,White,
2001-NB-12-TAG,,8.6,22.8,36.0,,,,45.0,,Blue,WWT02728,,Navy Blue,
2001-RD-12-TAG,,8.6,22.8,36.0,,,,45.0,,Red,WWT02731,,Red,
2001-TK-12-TAG,,8.6,22.8,36.0,,,,45.0,,blue,WWT02733,beige,Teak,
2001-LM-12-TAG,,8.6,22.8,36.0,,,,45.0,,green,WWT02726,,Lime,
2001-SD-12-TAG,,8.6,22.8,36.0,,,,45.0,,Beige,WWT02732,,Sand,
2001-OR-12-TAG,,8.6,22.8,36.0,,,,45.0,,Orange,WWT02729,,Orange,
2001-PB-12-TAG,,8.6,22.8,36.0,,,,45.0,,Blue,WWT02730,,Pacific Blue,
2001-TQ-12-TAG,,8.6,22.8,36.0,,,,45.0,,green,WWT02734,,Turquoise,
2001-DG-12-TAG,,8.6,22.8,36.0,,,,45.0,,green,WWT02724,,Dark Green,
2001-WW-12-TAG,,8.6,22.8,36.0,,,,45.0,,Beige,WWT02736,,Weathered Wood,
OP6001-RD-12-TAG,,23.1,33.5,7.0,,,,45.3,,Red,WWT02757,,Red,
OP6001-LM-12-TAG,,23.1,33.5,7.0,,,,45.3,,green,WWT02753,,Lime,
OP6001-BK-12-TAG,,23.1,33.5,7.0,,,,45.3,,Black,WWT02749,,Black,
OP6001-DKBR-12-TAG,,23.1,33.5,7.0,,,,45.3,,Brown,WWT02750,,Dark Brown,
OP6001-GY-12-TAG,,23.1,33.5,7.0,,,,45.3,,Gray,WWT02752,,Gray,
OP6001-OR-12-TAG,,23.1,33.5,7.0,,,,45.3,,Orange,WWT02755,,Orange,
OP6001-DKGR-12-TAG,,23.1,33.5,7.0,,,,45.3,,green,WWT02751,,Dark Green,
OP6001-WW-12-TAG,,23.1,33.5,7.0,,,,45.3,,Beige,WWT02760,,Weathered Wood,
OP6001-PB-12-TAG,,23.1,33.5,7.0,,,,45.3,,Blue,WWT02756,,Pacific Blue,
OP6001-NB-12-TAG,,23.1,33.5,7.0,,,,45.3,,Blue,WWT02754,,Navy Blue,
OP6001-WH-12-TAG,,23.1,33.5,7.0,,,,45.3,,White,WWT02759,,White,
OP6001-TQ-12-TAG,,23.1,33.5,7.0,,,,45.3,,green,WWT02758,,Turquoise,
OP6002-BK-12-TAG,,21.0,35.0,6.5,,,,44.0,,Black,WWT02777,,Black,
OP6002-LM-12-TAG,,21.0,35.0,6.5,,,,44.0,,green,WWT02782,,Lime,
OP6002-SD-12-TAG,,21.0,35.0,6.5,,,,44.0,,Beige,WWT02788,,Sand,
OP6002-PB-12-TAG,,21.0,35.0,6.5,,,,44.0,,Blue,WWT02786,,Pacific Blue,
OP6002-RD-12-TAG,,21.0,35.0,6.5,,,,44.0,,Red,WWT02787,,Red,
OP6002-NB-12-TAG,,21.0,35.0,6.5,,,,44.0,,Blue,WWT02784,,Navy Blue,
OP6002-TK-12-TAG,,21.0,35.0,6.5,,,,44.0,,blue,WWT02789,beige,Teak,
OP6002-WH-12-TAG,,21.0,35.0,6.5,,,,44.0,,White,WWT02791,,White,
OP6002-DB-12-TAG,,21.0,35.0,6.5,,,,44.0,,Brown,WWT02779,,Dark Brown,
OP6002-DG-12-TAG,,21.0,35.0,6.5,,,,44.0,,green,WWT02780,,Dark Green,
OP6002-OR-12-TAG,,21.0,35.0,6.5,,,,44.0,,Orange,WWT02785,,Orange,
OP6002-GY-12-TAG,,21.0,35.0,6.5,,,,44.0,,Gray,WWT02781,,Gray,
OP6002-TQ-12-TAG,,21.0,35.0,6.5,,,,44.0,,green,WWT02790,,Turquoise,
OP6002-WW-12-TAG,,21.0,35.0,6.5,,,,44.0,,Beige,WWT02792,,Weathered Wood,
OP6020-TK-TAG,,6.5,39.5,23.5,,,,45.0,,blue,WWT02942,beige,Teak,
OP6020-WH-TAG,,6.5,39.5,23.5,,,,45.0,,White,WWT02945,,White,
OP6020-CG-TAG,,6.5,39.5,23.5,,,,45.0,,Gray,WWT02940,,Charcoal Gray,
OP6020-TP-TAG,,6.5,39.5,23.5,,,,45.0,,Beige,WWT02943,,Taupe,
OP6020-WG-TAG,,6.5,39.5,23.5,,,,45.0,,Gray,WWT02944,,Weathered Gray,
OP6020-BK-TAG,,6.5,39.5,23.5,,,,45.0,,Black,WWT02939,,Black,
OP6020-NB-TAG,,6.5,39.5,23.5,,,,45.0,,blue,WWT02941,,Navy,
IA106-BK-TAG,20.9,25.0,20.9,32.3,32.3,26.8,25.5,21.0,,Black,WWT208978,Black,Black,
IA106-CE-TAG,20.9,25.0,20.9,32.3,32.3,26.8,25.5,21.0,,White,WWT208979,White,Cream,
IA106-GY-TAG,20.9,25.0,20.9,32.3,32.3,26.8,25.5,21.0,,Gray,WWT208982,Gray,Gray,
IA106-DP-TAG,20.9,25.0,20.9,32.3,32.3,26.8,25.5,21.0,,Pink,WWT208980,Pink,Dusty Peach,
IA106-MU-TAG,20.9,25.0,20.9,32.3,32.3,26.8,25.5,21.0,,Yellow,WWT208983,Yellow,Mustard,
IA106-RO-TAG,20.9,25.0,20.9,32.3,32.3,26.8,25.5,21.0,,Orange,WWT208984,Orange,Rust Orange,
IA106-DS-TAG,20.9,25.0,20.9,32.3,32.3,26.8,25.5,21.0,,Green,WWT208981,Green,Desert Sage,
IA105-GY-TAG,20.9,25.0,20.9,32.3,32.3,26.8,25.5,21.0,,Gray,WWT208975,Gray,Gray,
IA105-DP-TAG,20.9,25.0,20.9,32.3,32.3,26.8,25.5,21.0,,Pink,WWT208973,Pink,Dusty Peach,
