sku,fields.weight.value,fields.package_height,fields.package_width,fields.package_length,fields.height.value,fields.width.value,fields.length.value,fields.package_weight,fields.abn_size,fields.target_color,fields.target_sku,fields.frame_color,fields.color,fields.size
OP4007-ST-DG-TAG,76.9,22.0,76.0,4.0,37.8,21.1,75.5,87.0,,Green,WWT02564,,Dark Green,
OP4007-ST-GY-TAG,76.9,22.0,76.0,4.0,37.8,21.1,75.5,87.0,,Gray,WWT02565,,Gray,
OP4007-ST-LM-TAG,76.9,22.0,76.0,4.0,37.8,21.1,75.5,87.0,,Yellow,WWT02566,,Lime,
OP4007-ST-NB-TAG,76.9,22.0,76.0,4.0,37.8,21.1,75.5,87.0,,Blue,WWT02568,,Navy Blue,
OP4007-ST-OR-TAG,76.9,22.0,76.0,4.0,37.8,21.1,75.5,87.0,,Orange,WWT02569,,Orange,
OP4007-ST-PB-TAG,76.9,22.0,76.0,4.0,37.8,21.1,75.5,87.0,,Blue,WWT02570,,Pacific Blue,
OP4007-ST-RD-TAG,76.9,22.0,76.0,4.0,37.8,21.1,75.5,87.0,,Red,WWT02571,,Red,
OP4007-ST-SD-TAG,76.9,22.0,76.0,4.0,37.8,21.1,75.5,87.0,,Off-white,WWT02572,,Sand,
OP4007-ST-TK-TAG,76.9,22.0,76.0,4.0,37.8,21.1,75.5,87.0,,Brown,WWT02573,beige,Teak,
OP4007-ST-TQ-TAG,76.9,22.0,76.0,4.0,37.8,21.1,75.5,87.0,,Blue,WWT02574,,Turquoise,
OP4007-ST-WH-TAG,76.9,22.0,76.0,4.0,37.8,21.1,75.5,87.0,,White,WWT02575,,White,
OP4007-ST-WW-TAG,76.9,22.0,76.0,4.0,37.8,21.1,75.5,87.0,,Brown,WWT02576,,Weatherwood,
OP4008-BK-TAG,57.0,22.0,76.0,4.0,37.8,21.1,75.5,66.0,,Black,WWT02577,,Black,
OP4008-DB-TAG,57.0,22.0,76.0,4.0,37.8,21.1,75.5,66.0,,Brown,WWT02579,,Dark Brown,
OP4008-DG-TAG,57.0,22.0,76.0,4.0,37.8,21.1,75.5,66.0,,Green,WWT02580,,Dark Green,
OP4008-GY-TAG,57.0,22.0,76.0,4.0,37.8,21.1,75.5,66.0,,Gray,WWT02581,,Gray,
OP4008-LM-TAG,57.0,22.0,76.0,4.0,37.8,21.1,75.5,66.0,,Yellow,WWT02582,,Lime,
OP4008-NB-TAG,57.0,22.0,76.0,4.0,37.8,21.1,75.5,66.0,,Blue,WWT02584,,Navy Blue,
OP4008-OR-TAG,57.0,22.0,76.0,4.0,37.8,21.1,75.5,66.0,,Orange,WWT02585,,Orange,
OP4008-PB-TAG,57.0,22.0,76.0,4.0,37.8,21.1,75.5,66.0,,Blue,WWT02586,,Pacific Blue,
OP4008-RD-TAG,57.0,22.0,76.0,4.0,37.8,21.1,75.5,66.0,,Red,WWT02587,,Red,
OP4008-SD-TAG,57.0,22.0,76.0,4.0,37.8,21.1,75.5,66.0,,Off-white,WWT02588,,Sand,
OP4008-TK-TAG,57.0,22.0,76.0,4.0,37.8,21.1,75.5,66.0,,Brown,WWT02589,beige,Teak,
OP4008-TQ-TAG,57.0,22.0,76.0,4.0,37.8,21.1,75.5,66.0,,Blue,WWT02590,,Turquoise,
OP4008-WH-TAG,57.0,22.0,76.0,4.0,37.8,21.1,75.5,66.0,,White,WWT02591,,White,
OP4008-WW-TAG,57.0,22.0,76.0,4.0,37.8,21.1,75.5,66.0,,Brown,WWT02592,,Weatherwood,
OP4008-BK-2-TAG,114.0,22.0,76.0,4.0,37.8,21.1,75.5,130.0,,Black,WWT02593,,Black,
OP4008-DB-2-TAG,114.0,22.0,76.0,4.0,37.8,21.1,75.5,130.0,,Brown,WWT02595,,Dark Brown,
OP4008-DG-2-TAG,114.0,22.0,76.0,4.0,37.8,21.1,75.5,130.0,,Green,WWT02596,,Dark Green,
OP4008-GY-2-TAG,114.0,22.0,76.0,4.0,37.8,21.1,75.5,130.0,,Gray,WWT02597,,Gray,
OP4008-LM-2-TAG,114.0,22.0,76.0,4.0,37.8,21.1,75.5,130.0,,Yellow,WWT02598,,Lime,
OP4008-NB-2-TAG,114.0,22.0,76.0,4.0,37.8,21.1,75.5,130.0,,Blue,WWT02600,,Navy Blue,
OP4008-OR-2-TAG,114.0,22.0,76.0,4.0,37.8,21.1,75.5,130.0,,Orange,WWT02601,,Orange,
OP4008-PB-2-TAG,114.0,22.0,76.0,4.0,37.8,21.1,75.5,130.0,,Blue,WWT02602,,Pacific Blue,
OP4008-RD-2-TAG,114.0,22.0,76.0,4.0,37.8,21.1,75.5,130.0,,Red,WWT02603,,Red,
OP4008-SD-2-TAG,114.0,22.0,76.0,4.0,37.8,21.1,75.5,130.0,,Off-white,WWT02604,,Sand,
OP4008-TK-2-TAG,114.0,22.0,76.0,4.0,37.8,21.1,75.5,130.0,,Brown,WWT02605,beige,Teak,
OP4008-TQ-2-TAG,114.0,22.0,76.0,4.0,37.8,21.1,75.5,130.0,,Blue,WWT02606,,Turquoise,
OP4008-WH-2-TAG,114.0,22.0,76.0,4.0,37.8,21.1,75.5,130.0,,White,WWT02607,,White,
OP4008-WW-2-TAG,114.0,22.0,76.0,4.0,37.8,21.1,75.5,130.0,,Brown,WWT02608,,Weatherwood,
OP4008-BK-3-TAG,124.5,22.0,76.0,4.0,37.8,21.1,75.5,143.0,,Black,WWT02609,,Black,
OP4008-DB-3-TAG,124.5,22.0,76.0,4.0,37.8,21.1,75.5,143.0,,Brown,WWT02611,,Dark Brown,
OP4008-DG-3-TAG,124.5,22.0,76.0,4.0,37.8,21.1,75.5,143.0,,Green,WWT02612,,Dark Green,
OP4008-GY-3-TAG,124.5,22.0,76.0,4.0,37.8,21.1,75.5,143.0,,Gray,WWT02613,,Gray,
OP4008-LM-3-TAG,124.5,22.0,76.0,4.0,37.8,21.1,75.5,143.0,,Yellow,WWT02614,,Lime,
OP4008-NB-3-TAG,124.5,22.0,76.0,4.0,37.8,21.1,75.5,143.0,,Blue,WWT02616,,Navy Blue,
OP4008-OR-3-TAG,124.5,22.0,76.0,4.0,37.8,21.1,75.5,143.0,,Orange,WWT02617,,Orange,
OP4008-PB-3-TAG,124.5,22.0,76.0,4.0,37.8,21.1,75.5,143.0,,Blue,WWT02618,,Pacific Blue,
OP4008-RD-3-TAG,124.5,22.0,76.0,4.0,37.8,21.1,75.5,143.0,,Red,WWT02619,,Red,
OP4008-SD-3-TAG,124.5,22.0,76.0,4.0,37.8,21.1,75.5,143.0,,Off-white,WWT02620,,Sand,
OP4008-TK-3-TAG,124.5,22.0,76.0,4.0,37.8,21.1,75.5,143.0,,Brown,WWT02621,beige,Teak,
OP4008-TQ-3-TAG,124.5,22.0,76.0,4.0,37.8,21.1,75.5,143.0,,Blue,WWT02622,,Turquoise,
OP4008-WH-3-TAG,124.5,22.0,76.0,4.0,37.8,21.1,75.5,143.0,,White,WWT02623,,White,
OP4008-WW-3-TAG,124.5,22.0,76.0,4.0,37.8,21.1,75.5,143.0,,Brown,WWT02624,,Weatherwood,
OP4008-ST-BK-TAG,67.5,22.0,76.0,4.0,37.8,21.1,75.5,78.0,,Black,WWT02625,,Black,
OP4008-ST-DB-TAG,67.5,22.0,76.0,4.0,37.8,21.1,75.5,78.0,,Brown,WWT02627,,Dark Brown,
OP4008-ST-DG-TAG,67.5,22.0,76.0,4.0,37.8,21.1,75.5,78.0,,Green,WWT02628,,Dark Green,
OP4008-ST-GY-TAG,67.5,22.0,76.0,4.0,37.8,21.1,75.5,78.0,,Gray,WWT02629,,Gray,
OP4008-ST-LM-TAG,67.5,22.0,76.0,4.0,37.8,21.1,75.5,78.0,,Yellow,WWT02630,,Lime,
OP4008-ST-NB-TAG,67.5,22.0,76.0,4.0,37.8,21.1,75.5,78.0,,Blue,WWT02632,,Navy Blue,
OP4008-ST-OR-TAG,67.5,22.0,76.0,4.0,37.8,21.1,75.5,78.0,,Orange,WWT02633,,Orange,
OP4008-ST-PB-TAG,67.5,22.0,76.0,4.0,37.8,21.1,75.5,78.0,,Blue,WWT02634,,Pacific Blue,
OP4008-ST-RD-TAG,67.5,22.0,76.0,4.0,37.8,21.1,75.5,78.0,,Red,WWT02635,,Red,
OP4008-ST-SD-TAG,67.5,22.0,76.0,4.0,37.8,21.1,75.5,78.0,,Off-white,WWT02636,,Sand,
OP4008-ST-TK-TAG,67.5,22.0,76.0,4.0,37.8,21.1,75.5,78.0,,Brown,WWT02637,beige,Teak,
OP4008-ST-TQ-TAG,67.5,22.0,76.0,4.0,37.8,21.1,75.5,78.0,,Blue,WWT02638,,Turquoise,
OP4008-ST-WH-TAG,67.5,22.0,76.0,4.0,37.8,21.1,75.5,78.0,,White,WWT02639,,White,
OP4008-ST-WW-TAG,67.5,22.0,76.0,4.0,37.8,21.1,75.5,78.0,,Brown,WWT02640,,Weatherwood,
OP4009-BK-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,72.0,,Black,WWT02641,,Black,
OP4009-DB-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,72.0,,Brown,WWT02643,,Dark Brown,
OP4009-DG-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,72.0,,Green,WWT02644,,Dark Green,
OP4009-GY-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,72.0,,Gray,WWT02645,,Gray,
OP4009-LM-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,72.0,,Yellow,WWT02646,,Lime,
OP4009-NB-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,72.0,,Blue,WWT02648,,Navy Blue,
OP4009-OR-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,72.0,,Orange,WWT02649,,Orange,
OP4009-PB-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,72.0,,Blue,WWT02650,,Pacific Blue,
OP4009-RD-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,72.0,,Red,WWT02651,,Red,
OP4009-SD-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,72.0,,Off-white,WWT02652,,Sand,
OP4009-TK-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,72.0,,Brown,WWT02653,beige,Teak,
OP4009-TQ-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,72.0,,Blue,WWT02654,,Turquoise,
OP4009-WH-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,72.0,,White,WWT02655,,White,
OP4009-WW-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,72.0,,Brown,WWT02656,,Weatherwood,
OP4009-BK-2-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,144.0,,Black,WWT02657,,Black,
OP4009-DB-2-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,144.0,,Brown,WWT02659,,Dark Brown,
OP4009-DG-2-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,144.0,,Green,WWT02660,,Dark Green,
OP4009-GY-2-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,144.0,,Gray,WWT02661,,Gray,
OP4009-LM-2-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,144.0,,Yellow,WWT02662,,Lime,
OP4009-NB-2-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,144.0,,Blue,WWT02664,,Navy Blue,
OP4009-OR-2-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,144.0,,Orange,WWT02665,,Orange,
OP4009-PB-2-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,144.0,,Blue,WWT02666,,Pacific Blue,
OP4009-RD-2-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,144.0,,Red,WWT02667,,Red,
OP4009-SD-2-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,144.0,,Off-white,WWT02668,,Sand,
OP4009-TK-2-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,144.0,,Brown,WWT02669,beige,Teak,
OP4009-TQ-2-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,144.0,,Blue,WWT02670,,Turquoise,
OP4009-WH-2-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,144.0,,White,WWT02671,,White,
OP4009-WW-2-TAG,66.0,22.0,76.0,4.0,37.8,21.1,75.5,144.0,,Brown,WWT02672,,Weatherwood,
OP4009-BK-3-TAG,142.5,22.0,76.0,4.0,37.8,21.1,75.5,157.0,,Black,WWT02673,,Black,
OP4009-DB-3-TAG,142.5,22.0,76.0,4.0,37.8,21.1,75.5,157.0,,Brown,WWT02675,,Dark Brown,
OP4009-DG-3-TAG,142.5,22.0,76.0,4.0,37.8,21.1,75.5,157.0,,Green,WWT02676,,Dark Green,
OP4009-GY-3-TAG,142.5,22.0,76.0,4.0,37.8,21.1,75.5,157.0,,Gray,WWT02677,,Gray,
OP4009-LM-3-TAG,142.5,22.0,76.0,4.0,37.8,21.1,75.5,157.0,,Yellow,WWT02678,,Lime,
OP4009-NB-3-TAG,142.5,22.0,76.0,4.0,37.8,21.1,75.5,157.0,,Blue,WWT02680,,Navy Blue,
OP4009-OR-3-TAG,142.5,22.0,76.0,4.0,37.8,21.1,75.5,157.0,,Orange,WWT02681,,Orange,
OP4009-PB-3-TAG,142.5,22.0,76.0,4.0,37.8,21.1,75.5,157.0,,Blue,WWT02682,,Pacific Blue,
OP4009-RD-3-TAG,142.5,22.0,76.0,4.0,37.8,21.1,75.5,157.0,,Red,WWT02683,,Red,
OP4009-SD-3-TAG,142.5,22.0,76.0,4.0,37.8,21.1,75.5,157.0,,Off-white,WWT02684,,Sand,
OP4009-TK-3-TAG,142.5,22.0,76.0,4.0,37.8,21.1,75.5,157.0,,Brown,WWT02685,beige,Teak,
OP4009-TQ-3-TAG,142.5,22.0,76.0,4.0,37.8,21.1,75.5,157.0,,Blue,WWT02686,,Turquoise,
OP4009-WH-3-TAG,142.5,22.0,76.0,4.0,37.8,21.1,75.5,157.0,,White,WWT02687,,White,
OP4009-WW-3-TAG,142.5,22.0,76.0,4.0,37.8,21.1,75.5,157.0,,Brown,WWT02688,,Weatherwood,
OP4009-ST-BK-TAG,76.5,22.0,76.0,4.0,37.8,21.1,75.5,85.0,,Black,WWT02689,,Black,
OP4009-ST-DB-TAG,76.5,22.0,76.0,4.0,37.8,21.1,75.5,85.0,,Brown,WWT02691,,Dark Brown,
OP4009-ST-DG-TAG,76.5,22.0,76.0,4.0,37.8,21.1,75.5,85.0,,Green,WWT02692,,Dark Green,
OP4009-ST-GY-TAG,76.5,22.0,76.0,4.0,37.8,21.1,75.5,85.0,,Gray,WWT02693,,Gray,
OP4009-ST-LM-TAG,76.5,22.0,76.0,4.0,37.8,21.1,75.5,85.0,,Yellow,WWT02694,,Lime,
OP4009-ST-NB-TAG,76.5,22.0,76.0,4.0,37.8,21.1,75.5,85.0,,Blue,WWT02696,,Navy Blue,
OP4009-ST-OR-TAG,76.5,22.0,76.0,4.0,37.8,21.1,75.5,85.0,,Orange,WWT02697,,Orange,
OP4009-ST-PB-TAG,76.5,22.0,76.0,4.0,37.8,21.1,75.5,85.0,,Blue,WWT02698,,Pacific Blue,
OP4009-ST-RD-TAG,76.5,22.0,76.0,4.0,37.8,21.1,75.5,85.0,,Red,WWT02699,,Red,
OP4009-ST-SD-TAG,76.5,22.0,76.0,4.0,37.8,21.1,75.5,85.0,,Off-white,WWT02700,,Sand,
OP4009-ST-TK-TAG,76.5,22.0,76.0,4.0,37.8,21.1,75.5,85.0,,Brown,WWT02701,beige,Teak,
OP4009-ST-TQ-TAG,76.5,22.0,76.0,4.0,37.8,21.1,75.5,85.0,,Blue,WWT02702,,Turquoise,
OP4009-ST-WH-TAG,76.5,22.0,76.0,4.0,37.8,21.1,75.5,85.0,,White,WWT02703,,White,
OP4009-ST-WW-TAG,76.5,22.0,76.0,4.0,37.8,21.1,75.5,85.0,,Brown,WWT02704,,Weatherwood,
OD3001-BG-TAG,,22.3,23.5,3.0,,,,5.4,,Beige,WWT00895,,Beige,
OD3001-BK-TAG,,22.3,23.5,3.0,,,,5.4,,Black,WWT00896,,Black,
OD3001-GY-TAG,,22.3,23.5,3.0,,,,5.4,,Gray,WWT00897,,Gray,
OD3001-NV-TAG,,22.3,23.5,3.0,,,,5.4,,Blue,WWT00898,,Navy Blue,
OD3001-OR-TAG,,22.3,23.5,3.0,,,,5.4,,Orange,WWT00899,,Orange,
OD3001-WH-TAG,,22.3,23.5,3.0,,,,5.4,,White,WWT00900,,White,
OP8007-BK-TAG,8.0,17.3,8.5,17.3,15.8,15.8,15.8,16.4,,Black,WWT01777,Black,Black,
OP8007-BR-TAG,8.0,17.3,8.5,17.3,15.8,15.8,15.8,16.4,,Brown,WWT01778,Brown,Brown,
OP8007-CH-TAG,8.0,17.3,8.5,17.3,15.8,15.8,15.8,16.4,,Brown,WWT01779,Brown,Chocolate,
OP8007-GY-TAG,8.0,17.3,8.5,17.3,15.8,15.8,15.8,16.4,,Gray,WWT01780,Gray,Gray,
OP8008-BK-TAG,16.53,22.83,18.11,18.11,22.0,17.3,17.3,19.84,,Black,WWT02073,Black,Black,
OP8008-BR-TAG,16.53,22.83,18.11,18.11,22.0,17.3,17.3,19.84,,Brown,WWT02074,Brown,Brown,
OP8008-GY-TAG,16.53,22.83,18.11,18.11,22.0,17.3,17.3,19.84,,Gray,WWT02075,Gray,Gray,
OP8009-BK-TAG,9.3,3.75,16.3,24.6,15.6,23.4,15.6,11.5,,Black,WWT02076,Black,Black,
OP8009-BR-TAG,9.3,3.75,16.3,24.6,15.6,23.4,15.6,11.5,,Brown,WWT02077,Brown,Brown,
OP8009-CH-TAG,9.3,3.75,16.3,24.6,15.6,23.4,15.6,11.5,,Brown,WWT02078,Brown,Chocolate,
OP8009-GY-TAG,9.3,3.75,16.3,24.6,15.6,23.4,15.6,11.5,,Gray,WWT02079,Gray,Gray,
2001-CT-CS2-SD-TAG,9.0,15.0,18.5,5.0,18.0,14.0,14.0,44.0,,Off-White,WWT02795,Gray,Sand,
2001-CT-CS2-TK-TAG,9.0,15.0,18.5,5.0,18.0,14.0,14.0,44.0,,Brown,WWT02796,beige,Teak,
3005102-TAG,7.0,7.0,23.0,23.0,7.0,22.0,22.0,13.0,,Black,WWT00343,,Black,
3006102-TAG,16.53,9.4,26.4,26.4,25.0,22.4,22.4,22.5,,Black,WWT00344,,Black,
3001112-TAG,33.0,38.0,18.0,18.0,87.3,32.1,18.1,38.0,,Brown,WWT00345,,Bronze,
3002222-TAG,33.0,38.0,18.0,18.0,87.3,32.1,18.1,38.0,,Gray,WWT00346,,Silver,
3001-BK-TAG,33.0,38.0,18.0,18.0,87.3,32.1,18.1,38.0,,Black,WWT01067,,Black,
3001-GY-TAG,33.0,38.0,18.0,18.0,87.3,32.1,18.1,38.0,,Gray,WWT01068,,Gray,
3003112-TAG,57.0,29.5,53.0,7.5,89.4,20.5,20.5,62.0,,Brown,WWT00347,,Bronze,
3004222-TAG,57.0,29.5,53.0,7.5,89.4,20.5,20.5,62.0,,Gray,WWT00348,,Silver,
3003-BK-TAG,57.0,29.5,53.0,7.5,89.4,20.5,20.5,62.0,,Black,WWT01069,,Black,
3003-GY-TAG,57.0,29.5,53.0,7.5,89.4,20.5,20.5,62.0,,Gray,WWT01070,,Gray,
OH3001-TAG,78.0,10.2,34.0,34.0,24.63,32.0,24.8,78.0,,Black,WWT01074,,Black,
OH3003-TAG,78.0,10.2,34.0,34.0,24.63,32.0,32.0,78.0,,Black,WWT01076,,Black,
P141-01-TAG,,26.3,48.2,11.8,,,,79.0,,Gray,WWT00367,,Gray,
P141-02-TAG,,26.3,48.2,11.8,,,,79.0,,Beige,WWT00368,,Beige,
P141-03-TAG,,21.0,30.0,13.0,,,,45.0,,Gray,WWT00369,,Gray,
P141-04-TAG,,21.0,30.0,13.0,,,,45.0,,Beige,WWT00370,,Beige,
P152-02-TAG,,28.94,51.97,14.7,,,,148.0,,Brown,WWT00380,,Brown/Gray,
P154-01-TAG,,31.0,48.0,26.0,,,,115.0,,Gray,WWT00383,,Gray,
P155-01-TAG,,28.94,51.97,14.7,,,,148.0,,Brown,WWT00384,,Coffee/Gray,
OP112-A-EXGY-TAG,,29.2,25.0,32.2,,,,130.0,,Brown,WWT00883,,Espresso/Gray,
P152-02-A-TAG,,29.0,112.0,29.0,,,,15.0,,Brown,WWT01925,,Brown/Gray,
P155-01-A-TAG,,29.0,112.0,29.0,,,,15.0,,Brown,WWT01927,,Coffee/Gray,
P152-02-B-TAG,,26.77,48.82,15.35,,,,79.0,,Brown,WWT01926,,Brown/Gray,
P155-01-B-TAG,,26.77,48.82,15.35,,,,79.0,,Brown,WWT01928,,Coffee/Gray,
OP102-3PC-BG-TAG,,12.2,28.3,43.3,,,,59.2,,Beige,WWT00439,,Beige,
OP102-3PC-GY-TAG,,12.2,28.3,43.3,,,,59.2,,Gray,WWT00440,,Gray,
OP102-3PC-NB-TAG,,12.2,28.3,43.3,,,,59.2,,Blue,WWT00441,,Navy Blue,
OP102-3PC-WH-TAG,,12.2,28.3,43.3,,,,59.2,,White,WWT00442,,White,
OP102-4PC-BG-TAG,,19.6,28.3,55.0,,,,110.0,,Beige,WWT00443,,Beige,
OP102-4PC-GY-TAG,,19.6,28.3,55.0,,,,110.0,,Gray,WWT00444,,Gray,
OP102-4PC-NB-TAG,,19.6,28.3,55.0,,,,110.0,,Blue,WWT00445,,Navy Blue,
OP102-4PC-WH-TAG,,19.6,28.3,55.0,,,,110.0,,White,WWT00446,,White,
OP112-B-GYIV-TAG,,28.7,17.7,30.0,,,,44.7,,Gray,WWT00884,,Gray/Ivory,
OP112-B-EXGY-TAG,,28.7,17.7,30.0,,,,44.7,,Brown,WWT00885,,Espresso/Gray,
OP112-C-GYIV-TAG,,30.2,20.8,30.3,,,,69.7,,Gray,WWT00886,,Gray/Ivory,
OP112-C-EXGY-TAG,,30.2,20.8,30.3,,,,69.7,,Brown,WWT00887,,Espresso/Gray,
OP112-4PC-GYIV-TAG,,29.2,25.0,32.2,,,,109.7,,Gray,WWT00888,,Gray/Ivory,
OP112-4PC-EXGY-TAG,,29.2,25.0,32.2,,,,109.7,,Brown,WWT00889,,Espresso/Gray,
OP112-5PC-GYIV-TAG,,29.2,25.0,32.2,,,,134.7,,Gray,WWT00890,,Gray/Ivory,
OP112-5PC-EXGY-TAG,,29.2,25.0,32.2,,,,134.7,,Brown,WWT00891,,Espresso/Gray,
OP112-7PC-GYIV-TAG,,29.2,25.0,32.2,,,,179.4,,Gray,WWT00892,,Gray/Ivory,
OP112-7PC-EXGY-TAG,,29.2,25.0,32.2,,,,179.4,,Brown,WWT00893,,Espresso/Gray,
9814101-7103-TAG,18.0,21.25,15.0,21.25,3.0,20.0,20.0,21.8,,Black,WWT00334,,Black,
9813101-TAG,,4.5,20.25,24.5,,,,59.4,,Black,WWT00337,,Black,
9812101-TAG,,7.87,33.86,33.86,,,,39.0,,Black,WWT00338,,Black,
OS5001-BK-TAG,,5.9,18.5,18.5,,,,4.4,,Black,WWT00340,,Black,
OS5002-BK-TAG,,3.0,19.0,22.0,,,,46.0,,Black,WWT00341,,Black,
OS5003-BK-TAG,,3.0,19.0,22.0,,,,46.0,,Black,WWT00342,,Black,
OS5004-BK-TAG,,18.0,22.0,3.7,,,,23.1,,Black,WWT00901,,Black,
OH4001-A-TAG,8.9,4.0,22.0,7.0,7.87,17.5,22.0,11.0,,Clear,WWT01797,,Clear,
OH4001-B-TAG,11.5,4.0,27.0,7.0,7.87,22.5,22.0,14.32,,Clear,WWT01798,,Clear,
OH4001-C-TAG,14.52,4.0,33.0,7.0,7.87,28.5,22.0,18.15,,Clear,WWT01799,,Clear,
OH4001-D-TAG,17.6,4.0,39.0,7.0,7.87,34.5,22.0,21.98,,Clear,WWT01800,,Clear,
OH4001-E-TAG,21.63,4.0,45.0,7.0,7.87,40.5,22.0,27.0,,Clear,WWT01801,,Clear,
OH4002-A-TAG,9.2,9.0,14.0,8.0,6.0,17.0,17.0,8.5,,Clear,WWT01802,,Clear,
OH4002-B-TAG,6.82,9.0,19.0,8.0,6.0,23.0,23.0,11.0,,Clear,WWT01803,,Clear,
ID101-5PC-BG-TAG,,5.31,25.0,39.37,,,,25.13,,Brown,WWT00388,,,
ID201-T4-WN-TAG,36.16,4.53,34.53,54.41,29.5,29.5,47.2,43.63,,Brown,WWT00393,Brown,,
ID201-T6-WN-TAG,49.38,4.53,40.43,70.16,29.5,35.44,63.0,60.63,,Brown,WWT00394,Brown,,
OP7003-TK-TAG,27.0,24.0,32.0,3.0,37.0,27.0,27.0,31.0,,Brown,WWT209432,Brown,Teak,
OP7003-TQ-TAG,27.0,24.0,32.0,3.0,37.0,27.0,27.0,31.0,,Blue,WWT209433,Blue,Turquoise,
OP7003-DB-TAG,27.0,24.0,32.0,3.0,37.0,27.0,27.0,31.0,,Brown,WWT209423,Brown,Dark Brown,
OP7003-NB-TAG,27.0,24.0,32.0,3.0,37.0,27.0,27.0,31.0,,Blue,WWT209427,Blue,Navy Blue,
OP7003-DG-TAG,27.0,24.0,32.0,3.0,37.0,27.0,27.0,31.0,,Green,WWT209424,Green,Dark Green,
OP7003-PB-TAG,27.0,24.0,32.0,3.0,37.0,27.0,27.0,31.0,,Blue,WWT209429,Blue,Pacific Blue,
OP7003-WH-TAG,27.0,24.0,32.0,3.0,37.0,27.0,27.0,31.0,,White,WWT209434,White,White,
OP7003-LM-TAG,27.0,24.0,32.0,3.0,37.0,27.0,27.0,31.0,,Green,WWT209426,Green,Lime,
OP7003-RD-TAG,27.0,24.0,32.0,3.0,37.0,27.0,27.0,31.0,,Red,WWT209430,Red,Red,
OP7003-OR-TAG,27.0,24.0,32.0,3.0,37.0,27.0,27.0,31.0,,Orange,WWT209428,Orange,Orange,
OP7003-WW-TAG,27.0,24.0,32.0,3.0,37.0,27.0,27.0,31.0,,Brown,WWT209435,Brown,Weathered Wood,
OP7003-GY-TAG,27.0,24.0,32.0,3.0,37.0,27.0,27.0,31.0,,Gray,WWT209425,Gray,Gray,
OP7003-BK-TAG,27.0,24.0,32.0,3.0,37.0,27.0,27.0,31.0,,Black,WWT209422,Black,Black,
OP7003-SD-TAG,27.0,24.0,32.0,3.0,37.0,27.0,27.0,31.0,,Gray,WWT209431,Gray,Sand,
OP7004-GY-TAG,31.0,30.0,48.0,48.0,3.0,27.0,27.0,31.2,,Gray,WWT209439,Gray,Gray,
OP7004-WW-TAG,31.0,30.0,48.0,48.0,3.0,27.0,27.0,31.2,,Brown,WWT209449,Brown,Weathered Wood,
OP7004-DB-TAG,31.0,30.0,48.0,48.0,3.0,27.0,27.0,31.2,,Brown,WWT209437,Brown,Dark Brown,
OP7004-NB-TAG,31.0,30.0,48.0,48.0,3.0,27.0,27.0,31.2,,Blue,WWT209441,Blue,Navy Blue,
OP7004-OR-TAG,31.0,30.0,48.0,48.0,3.0,27.0,27.0,31.2,,Orange,WWT209442,Orange,Orange,
OP7004-RD-TAG,31.0,30.0,48.0,48.0,3.0,27.0,27.0,31.2,,Red,WWT209444,Red,Red,
OP7004-BK-TAG,31.0,30.0,48.0,48.0,3.0,27.0,27.0,31.2,,Black,WWT209436,Black,Black,
OP7004-TK-TAG,31.0,30.0,48.0,48.0,3.0,27.0,27.0,31.2,,Brown,WWT209446,Brown,Teak,
OP7004-PB-TAG,31.0,30.0,48.0,48.0,3.0,27.0,27.0,31.2,,Blue,WWT209443,Blue,Pacific Blue,
OP7004-SD-TAG,31.0,30.0,48.0,48.0,3.0,27.0,27.0,31.2,,Gray,WWT209445,Gray,Sand,
OP7004-LM-TAG,31.0,30.0,48.0,48.0,3.0,27.0,27.0,31.2,,Green,WWT209440,Green,Lime,
